StartTime: 2023-03-29 14:41:31.789
address	Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	Voltage(v)	hx	hy	hz
0x50	 14:42:48.516	 2023-03-28 13:46:47.646	0,0293	0,9775	-0,1147	3,9673	-5,9204	-1,6479	96,4270	0,0714	-134,3738	37,02	3,96	-1616	3765	1153
0x50	 14:42:48.516	 2023-03-28 13:46:47.651	0,0293	0,9775	-0,1147	3,9673	-5,9204	-1,6479	96,4490	0,0769	-134,3958	37,02	3,96	-1612	3763	1154
0x50	 14:42:48.516	 2023-03-28 13:46:47.656	0,0293	0,9775	-0,1147	3,9673	-5,9204	-1,6479	96,4655	0,0824	-134,4177	37,02	3,96	-1609	3762	1156
0x50	 14:42:48.516	 2023-03-28 13:46:47.661	0,0293	0,9775	-0,1147	3,9673	-5,9204	-1,6479	96,4874	0,0934	-134,4397	37,02	3,96	-1609	3765	1159
0x50	 14:42:48.564	 2023-03-28 13:46:47.666	0,0342	0,9761	-0,1147	3,8452	-4,5166	-2,1973	96,5039	0,1044	-134,4562	37,03	3,96	-1608	3768	1159
0x50	 14:42:48.565	 2023-03-28 13:46:47.671	0,0342	0,9761	-0,1147	3,8452	-4,5166	-2,1973	96,5204	0,1099	-134,4727	37,03	3,96	-1612	3771	1162
0x50	 14:42:48.565	 2023-03-28 13:46:47.676	0,0342	0,9761	-0,1147	3,8452	-4,5166	-2,1973	96,5369	0,1208	-134,4836	37,03	3,96	-1619	3776	1167
0x50	 14:42:48.565	 2023-03-28 13:46:47.681	0,0342	0,9761	-0,1147	3,8452	-4,5166	-2,1973	96,5533	0,1318	-134,5001	37,03	3,96	-1623	3778	1173
0x50	 14:42:48.565	 2023-03-28 13:46:47.686	0,0313	0,9785	-0,1143	3,2959	-2,8076	-2,7466	96,5698	0,1428	-134,5056	37,04	3,95	-1624	3778	1179
0x50	 14:42:48.569	 2023-03-28 13:46:47.691	0,0313	0,9785	-0,1143	3,2959	-2,8076	-2,7466	96,5863	0,1538	-134,5166	37,04	3,95	-1626	3778	1183
0x50	 14:42:48.569	 2023-03-28 13:46:47.696	0,0313	0,9785	-0,1143	3,2959	-2,8076	-2,7466	96,6028	0,1648	-134,5221	37,04	3,95	-1629	3777	1189
0x50	 14:42:48.569	 2023-03-28 13:46:47.701	0,0313	0,9785	-0,1143	3,2959	-2,8076	-2,7466	96,6138	0,1758	-134,5276	37,04	3,95	-1632	3776	1190
0x50	 14:42:48.569	 2023-03-28 13:46:47.706	0,0234	0,9858	-0,1201	3,1738	-2,6245	-2,6245	96,6302	0,1813	-134,5331	37,05	3,95	-1636	3773	1192
0x50	 14:42:48.570	 2023-03-28 13:46:47.711	0,0234	0,9858	-0,1201	3,1738	-2,6245	-2,6245	96,6467	0,1923	-134,5386	37,05	3,95	-1641	3771	1196
0x50	 14:42:48.570	 2023-03-28 13:46:47.716	0,0234	0,9858	-0,1201	3,1738	-2,6245	-2,6245	96,6577	0,2032	-134,5441	37,05	3,95	-1639	3769	1193
0x50	 14:42:48.599	 2023-03-28 13:46:47.721	0,0234	0,9858	-0,1201	3,1738	-2,6245	-2,6245	96,6742	0,2142	-134,5496	37,05	3,95	-1638	3766	1193
0x50	 14:42:48.599	 2023-03-28 13:46:47.726	0,0210	0,9902	-0,1196	3,1738	-2,3804	-1,9531	96,6852	0,2197	-134,5551	37,05	3,95	-1638	3763	1189
0x50	 14:42:48.600	 2023-03-28 13:46:47.731	0,0210	0,9902	-0,1196	3,1738	-2,3804	-1,9531	96,7017	0,2307	-134,5605	37,05	3,95	-1637	3759	1185
0x50	 14:42:48.600	 2023-03-28 13:46:47.736	0,0210	0,9902	-0,1196	3,1738	-2,3804	-1,9531	96,7181	0,2362	-134,5660	37,05	3,95	-1634	3755	1183
0x50	 14:42:48.600	 2023-03-28 13:46:47.741	0,0210	0,9902	-0,1196	3,1738	-2,3804	-1,9531	96,7291	0,2417	-134,5715	37,05	3,95	-1633	3752	1185
0x50	 14:42:48.628	 2023-03-28 13:46:47.746	0,0269	0,9878	-0,1201	3,4790	-2,7466	-1,3428	96,7456	0,2472	-134,5825	37,05	3,95	-1630	3749	1185
0x50	 14:42:48.629	 2023-03-28 13:46:47.751	0,0269	0,9878	-0,1201	3,4790	-2,7466	-1,3428	96,7621	0,2527	-134,5880	37,05	3,95	-1630	3748	1186
0x50	 14:42:48.629	 2023-03-28 13:46:47.756	0,0269	0,9878	-0,1201	3,4790	-2,7466	-1,3428	96,7786	0,2527	-134,5990	37,05	3,96	-1628	3748	1185
0x50	 14:42:48.629	 2023-03-28 13:46:47.761	0,0269	0,9878	-0,1201	3,4790	-2,7466	-1,3428	96,7950	0,2582	-134,6045	37,05	3,96	-1633	3748	1178
0x50	 14:42:48.629	 2023-03-28 13:46:47.766	0,0308	0,9829	-0,1196	4,1504	-2,8687	-1,1597	96,8115	0,2637	-134,6100	37,03	3,96	-1639	3747	1173
0x50	 14:42:48.652	 2023-03-28 13:46:47.771	0,0308	0,9829	-0,1196	4,1504	-2,8687	-1,1597	96,8335	0,2637	-134,6210	37,03	3,95	-1642	3745	1168
0x50	 14:42:48.652	 2023-03-28 13:46:47.776	0,0308	0,9829	-0,1196	4,1504	-2,8687	-1,1597	96,8500	0,2692	-134,6265	37,03	3,95	-1644	3745	1164
0x50	 14:42:48.652	 2023-03-28 13:46:47.781	0,0308	0,9829	-0,1196	4,1504	-2,8687	-1,1597	96,8719	0,2747	-134,6320	37,03	3,95	-1644	3745	1163
0x50	 14:42:48.652	 2023-03-28 13:46:47.786	0,0356	0,9814	-0,1118	3,2349	-0,7935	-1,6479	96,8829	0,2747	-134,6265	37,05	3,95	-1643	3743	1163
0x50	 14:42:48.652	 2023-03-28 13:46:47.791	0,0356	0,9814	-0,1118	3,2349	-0,7935	-1,6479	96,8994	0,2802	-134,6265	37,05	3,95	-1639	3743	1163
0x50	 14:42:48.678	 2023-03-28 13:46:47.796	0,0356	0,9814	-0,1118	3,2349	-0,7935	-1,6479	96,9104	0,2856	-134,6210	37,05	3,95	-1634	3742	1166
0x50	 14:42:48.678	 2023-03-28 13:46:47.801	0,0356	0,9814	-0,1118	3,2349	-0,7935	-1,6479	96,9269	0,2911	-134,6210	37,05	3,95	-1630	3740	1168
0x50	 14:42:48.678	 2023-03-28 13:46:47.806	0,0361	0,9780	-0,1089	3,0518	1,5259	-2,2583	96,9379	0,2966	-134,6045	37,01	3,95	-1624	3737	1170
0x50	 14:42:48.679	 2023-03-28 13:46:47.811	0,0361	0,9780	-0,1089	3,0518	1,5259	-2,2583	96,9543	0,3021	-134,5880	37,01	3,95	-1621	3735	1173
0x50	 14:42:48.680	 2023-03-28 13:46:47.816	0,0361	0,9780	-0,1089	3,0518	1,5259	-2,2583	96,9653	0,3076	-134,5770	37,01	3,95	-1616	3732	1175
0x50	 14:42:48.681	 2023-03-28 13:46:47.821	0,0361	0,9780	-0,1089	3,0518	1,5259	-2,2583	96,9818	0,3131	-134,5605	37,01	3,95	-1615	3729	1180
0x50	 14:42:48.707	 2023-03-28 13:46:47.826	0,0273	0,9771	-0,1216	2,8687	0,1221	-2,2583	96,9928	0,3186	-134,5551	37,08	3,95	-1614	3728	1185
0x50	 14:42:48.707	 2023-03-28 13:46:47.831	0,0273	0,9771	-0,1216	2,8687	0,1221	-2,2583	97,0038	0,3241	-134,5496	37,08	3,95	-1615	3727	1189
0x50	 14:42:48.707	 2023-03-28 13:46:47.836	0,0273	0,9771	-0,1216	2,8687	0,1221	-2,2583	97,0148	0,3296	-134,5441	37,08	3,95	-1620	3726	1193
0x50	 14:42:48.707	 2023-03-28 13:46:47.841	0,0273	0,9771	-0,1216	2,8687	0,1221	-2,2583	97,0258	0,3351	-134,5331	37,08	3,95	-1626	3726	1199
0x50	 14:42:48.707	 2023-03-28 13:46:47.846	0,0234	0,9844	-0,1235	2,1362	-1,4648	-2,6245	97,0367	0,3461	-134,5386	37,04	3,95	-1637	3727	1201
0x50	 14:42:48.782	 2023-03-28 13:46:47.851	0,0234	0,9844	-0,1235	2,1362	-1,4648	-2,6245	97,0422	0,3571	-134,5386	37,04	3,95	-1649	3728	1203
0x50	 14:42:48.782	 2023-03-28 13:46:47.856	0,0234	0,9844	-0,1235	2,1362	-1,4648	-2,6245	97,0532	0,3625	-134,5386	37,04	3,95	-1656	3730	1204
0x50	 14:42:48.782	 2023-03-28 13:46:47.861	0,0234	0,9844	-0,1235	2,1362	-1,4648	-2,6245	97,0642	0,3735	-134,5386	37,04	3,95	-1659	3731	1205
0x50	 14:42:48.782	 2023-03-28 13:46:47.866	0,0303	0,9980	-0,1245	0,3662	0,7324	-3,1128	97,0587	0,3845	-134,5276	37,06	3,95	-1660	3731	1207
0x50	 14:42:48.782	 2023-03-28 13:46:47.871	0,0303	0,9980	-0,1245	0,3662	0,7324	-3,1128	97,0587	0,3955	-134,5166	37,06	3,95	-1661	3732	1211
0x50	 14:42:48.782	 2023-03-28 13:46:47.876	0,0303	0,9980	-0,1245	0,3662	0,7324	-3,1128	97,0587	0,4010	-134,5056	37,06	3,95	-1662	3730	1214
0x50	 14:42:48.782	 2023-03-28 13:46:47.881	0,0303	0,9980	-0,1245	0,3662	0,7324	-3,1128	97,0587	0,4120	-134,5001	37,06	3,95	-1661	3729	1219
0x50	 14:42:48.782	 2023-03-28 13:46:47.886	0,0181	1,0054	-0,1294	-1,7700	1,3428	-4,3945	97,0477	0,4285	-134,4836	37,05	3,95	-1660	3728	1225
0x50	 14:42:48.782	 2023-03-28 13:46:47.891	0,0181	1,0054	-0,1294	-1,7700	1,3428	-4,3945	97,0422	0,4449	-134,4727	37,05	3,95	-1661	3726	1229
0x50	 14:42:48.782	 2023-03-28 13:46:47.896	0,0181	1,0054	-0,1294	-1,7700	1,3428	-4,3945	97,0313	0,4614	-134,4617	37,05	3,95	-1665	3725	1237
0x50	 14:42:48.782	 2023-03-28 13:46:47.901	0,0181	1,0054	-0,1294	-1,7700	1,3428	-4,3945	97,0203	0,4779	-134,4507	37,05	3,95	-1669	3722	1242
0x50	 14:42:48.789	 2023-03-28 13:46:47.906	0,0078	1,0005	-0,1147	-4,5166	-0,4883	-4,0283	96,9928	0,4944	-134,4452	37,03	3,95	-1674	3720	1242
0x50	 14:42:48.789	 2023-03-28 13:46:47.911	0,0078	1,0005	-0,1147	-4,5166	-0,4883	-4,0283	96,9708	0,5054	-134,4452	37,03	3,95	-1678	3718	1239
0x50	 14:42:48.789	 2023-03-28 13:46:47.916	0,0078	1,0005	-0,1147	-4,5166	-0,4883	-4,0283	96,9489	0,5219	-134,4397	37,03	3,95	-1680	3717	1235
0x50	 14:42:48.789	 2023-03-28 13:46:47.921	0,0078	1,0005	-0,1147	-4,5166	-0,4883	-4,0283	96,9214	0,5383	-134,4342	37,03	3,95	-1681	3716	1230
0x50	 14:42:48.823	 2023-03-28 13:46:47.926	0,0098	0,9893	-0,0884	-5,5542	1,2817	-4,0283	96,8939	0,5493	-134,4232	37,04	3,95	-1681	3717	1226
0x50	 14:42:48.823	 2023-03-28 13:46:47.931	0,0098	0,9893	-0,0884	-5,5542	1,2817	-4,0283	96,8610	0,5658	-134,4122	37,04	3,95	-1687	3719	1227
0x50	 14:42:48.824	 2023-03-28 13:46:47.936	0,0098	0,9893	-0,0884	-5,5542	1,2817	-4,0283	96,8335	0,5823	-134,3958	37,04	3,95	-1691	3721	1228
0x50	 14:42:48.824	 2023-03-28 13:46:47.941	0,0098	0,9893	-0,0884	-5,5542	1,2817	-4,0283	96,8060	0,5988	-134,3848	37,04	3,95	-1697	3721	1227
0x50	 14:42:48.824	 2023-03-28 13:46:47.946	0,0142	0,9854	-0,0850	-4,7607	5,9814	-4,2114	96,7786	0,6097	-134,3463	37,05	3,95	-1703	3723	1226
0x50	 14:42:48.824	 2023-03-28 13:46:47.951	0,0142	0,9854	-0,0850	-4,7607	5,9814	-4,2114	96,7511	0,6207	-134,3079	37,05	3,95	-1703	3724	1222
0x50	 14:42:48.848	 2023-03-28 13:46:47.956	0,0142	0,9854	-0,0850	-4,7607	5,9814	-4,2114	96,7236	0,6372	-134,2694	37,05	3,95	-1703	3726	1214
0x50	 14:42:48.850	 2023-03-28 13:46:47.961	0,0142	0,9854	-0,0850	-4,7607	5,9814	-4,2114	96,6962	0,6482	-134,2310	37,05	3,95	-1699	3726	1206
0x50	 14:42:48.850	 2023-03-28 13:46:47.966	0,0059	0,9844	-0,0864	-4,0894	10,1318	-3,9063	96,6742	0,6592	-134,1705	37,03	3,95	-1698	3726	1200
0x50	 14:42:48.850	 2023-03-28 13:46:47.971	0,0059	0,9844	-0,0864	-4,0894	10,1318	-3,9063	96,6522	0,6702	-134,1156	37,03	3,95	-1699	3726	1196
0x50	 14:42:48.851	 2023-03-28 13:46:47.976	0,0059	0,9844	-0,0864	-4,0894	10,1318	-3,9063	96,6302	0,6757	-134,0552	37,03	3,95	-1697	3727	1192
0x50	 14:42:48.857	 2023-03-28 13:46:47.981	0,0059	0,9844	-0,0864	-4,0894	10,1318	-3,9063	96,6083	0,6866	-133,9948	37,03	3,95	-1695	3725	1191
0x50	 14:42:48.857	 2023-03-28 13:46:47.986	-0,0063	0,9819	-0,0918	-3,6621	11,1694	-3,4180	96,5863	0,6921	-133,9343	37,05	3,95	-1692	3726	1189
0x50	 14:42:48.857	 2023-03-28 13:46:47.991	-0,0063	0,9819	-0,0918	-3,6621	11,1694	-3,4180	96,5643	0,7031	-133,8684	37,05	3,95	-1687	3723	1183
0x50	 14:42:48.857	 2023-03-28 13:46:47.996	-0,0063	0,9819	-0,0918	-3,6621	11,1694	-3,4180	96,5424	0,7086	-133,8080	37,05	3,95	-1684	3721	1179
0x50	 14:42:48.857	 2023-03-28 13:46:48.001	-0,0063	0,9819	-0,0918	-3,6621	11,1694	-3,4180	96,5204	0,7141	-133,7421	37,05	3,95	-1681	3720	1180
0x50	 14:42:48.857	 2023-03-28 13:46:48.006	-0,0142	0,9839	-0,1050	-1,8311	7,9346	-2,1973	96,5094	0,7196	-133,6981	37,01	3,95	-1676	3718	1180
0x50	 14:42:48.886	 2023-03-28 13:46:48.011	-0,0142	0,9839	-0,1050	-1,8311	7,9346	-2,1973	96,4984	0,7196	-133,6542	37,01	3,95	-1672	3719	1183
0x50	 14:42:48.886	 2023-03-28 13:46:48.016	-0,0142	0,9839	-0,1050	-1,8311	7,9346	-2,1973	96,4819	0,7251	-133,6102	37,01	3,95	-1666	3720	1187
0x50	 14:42:48.886	 2023-03-28 13:46:48.021	-0,0142	0,9839	-0,1050	-1,8311	7,9346	-2,1973	96,4709	0,7306	-133,5663	37,01	3,95	-1664	3718	1186
0x50	 14:42:48.886	 2023-03-28 13:46:48.026	-0,0186	0,9961	-0,1089	-0,9155	4,6997	-2,3193	96,4655	0,7361	-133,5388	37,03	3,95	-1662	3716	1186
0x50	 14:42:48.886	 2023-03-28 13:46:48.031	-0,0186	0,9961	-0,1089	-0,9155	4,6997	-2,3193	96,4600	0,7416	-133,5114	37,03	3,95	-1662	3714	1187
0x50	 14:42:48.939	 2023-03-28 13:46:48.036	-0,0186	0,9961	-0,1089	-0,9155	4,6997	-2,3193	96,4490	0,7526	-133,4894	37,03	3,95	-1667	3714	1189
0x50	 14:42:48.939	 2023-03-28 13:46:48.041	-0,0186	0,9961	-0,1089	-0,9155	4,6997	-2,3193	96,4435	0,7581	-133,4619	37,03	3,95	-1672	3716	1190
0x50	 14:42:48.939	 2023-03-28 13:46:48.046	-0,0107	1,0044	-0,1133	0,0000	3,6011	-2,7466	96,4380	0,7690	-133,4399	37,03	3,95	-1677	3719	1193
0x50	 14:42:48.939	 2023-03-28 13:46:48.051	-0,0107	1,0044	-0,1133	0,0000	3,6011	-2,7466	96,4380	0,7800	-133,4180	37,03	3,95	-1683	3722	1194
0x50	 14:42:48.939	 2023-03-28 13:46:48.056	-0,0107	1,0044	-0,1133	0,0000	3,6011	-2,7466	96,4380	0,7910	-133,4015	37,03	3,96	-1686	3724	1192
0x50	 14:42:48.944	 2023-03-28 13:46:48.061	-0,0107	1,0044	-0,1133	0,0000	3,6011	-2,7466	96,4325	0,8020	-133,3795	37,03	3,96	-1692	3725	1185
0x50	 14:42:48.944	 2023-03-28 13:46:48.066	0,0015	0,9946	-0,1172	0,2441	3,1738	-2,9297	96,4325	0,8130	-133,3575	37,03	3,96	-1695	3727	1182
0x50	 14:42:48.944	 2023-03-28 13:46:48.071	0,0015	0,9946	-0,1172	0,2441	3,1738	-2,9297	96,4325	0,8240	-133,3411	37,03	3,96	-1698	3727	1180
0x50	 14:42:48.973	 2023-03-28 13:46:48.076	0,0015	0,9946	-0,1172	0,2441	3,1738	-2,9297	96,4325	0,8350	-133,3191	37,03	3,96	-1697	3726	1178
0x50	 14:42:48.973	 2023-03-28 13:46:48.081	0,0015	0,9946	-0,1172	0,2441	3,1738	-2,9297	96,4270	0,8459	-133,3026	37,03	3,96	-1697	3725	1180
0x50	 14:42:48.973	 2023-03-28 13:46:48.086	0,0015	0,9946	-0,1172	0,2441	3,1738	-2,9297	96,4270	0,8569	-133,2861	37,03	3,96	-1696	3723	1183
0x50	 14:42:48.973	 2023-03-28 13:46:48.091	-0,0078	0,9785	-0,1196	0,0000	5,1880	-3,1128	96,4270	0,8679	-133,2532	37,00	3,96	-1701	3720	1186
0x50	 14:42:48.973	 2023-03-28 13:46:48.096	-0,0078	0,9785	-0,1196	0,0000	5,1880	-3,1128	96,4270	0,8789	-133,2257	37,00	3,96	-1706	3717	1191
0x50	 14:42:48.973	 2023-03-28 13:46:48.101	-0,0078	0,9785	-0,1196	0,0000	5,1880	-3,1128	96,4215	0,8899	-133,1982	37,00	3,96	-1709	3716	1195
0x50	 14:42:48.973	 2023-03-28 13:46:48.106	-0,0078	0,9785	-0,1196	0,0000	5,1880	-3,1128	96,4215	0,9009	-133,1708	37,00	3,96	-1716	3714	1198
0x50	 14:42:48.973	 2023-03-28 13:46:48.111	-0,0146	0,9658	-0,1265	0,4272	5,0659	-2,9907	96,4215	0,9119	-133,1433	37,05	3,96	-1717	3714	1202
0x50	 14:42:48.992	 2023-03-28 13:46:48.116	-0,0146	0,9658	-0,1265	0,4272	5,0659	-2,9907	96,4270	0,9229	-133,1213	37,05	3,96	-1715	3715	1206
0x50	 14:42:48.992	 2023-03-28 13:46:48.121	-0,0146	0,9658	-0,1265	0,4272	5,0659	-2,9907	96,4270	0,9338	-133,0939	37,05	3,96	-1715	3716	1212
0x50	 14:42:48.992	 2023-03-28 13:46:48.126	-0,0146	0,9658	-0,1265	0,4272	5,0659	-2,9907	96,4270	0,9448	-133,0664	37,05	3,96	-1713	3716	1219
0x50	 14:42:48.992	 2023-03-28 13:46:48.131	-0,0146	0,9653	-0,1343	1,0986	2,6245	-2,0752	96,4325	0,9558	-133,0554	37,03	3,96	-1713	3714	1224
0x50	 14:42:48.993	 2023-03-28 13:46:48.136	-0,0146	0,9653	-0,1343	1,0986	2,6245	-2,0752	96,4380	0,9613	-133,0499	37,03	3,96	-1713	3713	1227
0x50	 14:42:49.027	 2023-03-28 13:46:48.141	-0,0146	0,9653	-0,1343	1,0986	2,6245	-2,0752	96,4435	0,9723	-133,0389	37,03	3,96	-1710	3712	1226
0x50	 14:42:49.027	 2023-03-28 13:46:48.146	-0,0146	0,9653	-0,1343	1,0986	2,6245	-2,0752	96,4490	0,9778	-133,0280	37,03	3,96	-1705	3712	1223
0x50	 14:42:49.027	 2023-03-28 13:46:48.151	-0,0137	0,9790	-0,1348	1,4038	3,3569	-2,0752	96,4545	0,9888	-133,0115	37,02	3,96	-1704	3714	1220
0x50	 14:42:49.027	 2023-03-28 13:46:48.156	-0,0137	0,9790	-0,1348	1,4038	3,3569	-2,0752	96,4600	0,9943	-133,0005	37,02	3,96	-1701	3715	1220
0x50	 14:42:49.027	 2023-03-28 13:46:48.161	-0,0137	0,9790	-0,1348	1,4038	3,3569	-2,0752	96,4709	1,0052	-132,9895	37,02	3,96	-1701	3715	1219
0x50	 14:42:49.051	 2023-03-28 13:46:48.166	-0,0137	0,9790	-0,1348	1,4038	3,3569	-2,0752	96,4764	1,0107	-132,9730	37,02	3,96	-1703	3712	1219
0x50	 14:42:49.053	 2023-03-28 13:46:48.171	-0,0039	0,9897	-0,1304	0,5493	6,1646	-2,3804	96,4819	1,0162	-132,9510	37,05	3,96	-1707	3711	1223
0x50	 14:42:49.053	 2023-03-28 13:46:48.176	-0,0039	0,9897	-0,1304	0,5493	6,1646	-2,3804	96,4819	1,0272	-132,9236	37,05	3,96	-1710	3709	1226
0x50	 14:42:49.053	 2023-03-28 13:46:48.181	-0,0039	0,9897	-0,1304	0,5493	6,1646	-2,3804	96,4874	1,0327	-132,8961	37,05	3,96	-1715	3708	1231
0x50	 14:42:49.054	 2023-03-28 13:46:48.186	-0,0039	0,9897	-0,1304	0,5493	6,1646	-2,3804	96,4874	1,0437	-132,8687	37,05	3,96	-1721	3710	1235
0x50	 14:42:49.054	 2023-03-28 13:46:48.191	-0,0029	0,9868	-0,1250	1,1597	8,1787	-1,3428	96,4984	1,0437	-132,8357	37,06	3,96	-1728	3712	1240
0x50	 14:42:49.077	 2023-03-28 13:46:48.196	-0,0029	0,9868	-0,1250	1,1597	8,1787	-1,3428	96,5039	1,0437	-132,7972	37,06	3,96	-1734	3714	1241
0x50	 14:42:49.077	 2023-03-28 13:46:48.201	-0,0029	0,9868	-0,1250	1,1597	8,1787	-1,3428	96,5094	1,0437	-132,7643	37,06	3,96	-1739	3716	1241
0x50	 14:42:49.077	 2023-03-28 13:46:48.206	-0,0029	0,9868	-0,1250	1,1597	8,1787	-1,3428	96,5149	1,0437	-132,7258	37,06	3,96	-1744	3718	1244
0x50	 14:42:49.077	 2023-03-28 13:46:48.211	-0,0054	0,9829	-0,1333	3,6011	7,8735	-0,6714	96,5369	1,0437	-132,6929	37,05	3,95	-1747	3719	1245
0x50	 14:42:49.077	 2023-03-28 13:46:48.216	-0,0054	0,9829	-0,1333	3,6011	7,8735	-0,6714	96,5533	1,0437	-132,6599	37,05	3,95	-1749	3719	1244
0x50	 14:42:49.094	 2023-03-28 13:46:48.221	-0,0054	0,9829	-0,1333	3,6011	7,8735	-0,6714	96,5698	1,0382	-132,6270	37,05	3,95	-1750	3719	1244
0x50	 14:42:49.094	 2023-03-28 13:46:48.226	-0,0054	0,9829	-0,1333	3,6011	7,8735	-0,6714	96,5918	1,0382	-132,5940	37,05	3,95	-1748	3720	1245
0x50	 14:42:49.094	 2023-03-28 13:46:48.231	-0,0054	0,9868	-0,1382	3,4180	7,7515	-1,4648	96,6083	1,0382	-132,5610	37,07	3,95	-1746	3719	1248
0x50	 14:42:49.094	 2023-03-28 13:46:48.236	-0,0054	0,9868	-0,1382	3,4180	7,7515	-1,4648	96,6302	1,0437	-132,5281	37,07	3,95	-1738	3719	1249
0x50	 14:42:49.094	 2023-03-28 13:46:48.241	-0,0054	0,9868	-0,1382	3,4180	7,7515	-1,4648	96,6467	1,0437	-132,4951	37,07	3,95	-1731	3719	1250
0x50	 14:42:49.148	 2023-03-28 13:46:48.246	-0,0054	0,9868	-0,1382	3,4180	7,7515	-1,4648	96,6632	1,0437	-132,4622	37,07	3,95	-1726	3719	1250
0x50	 14:42:49.149	 2023-03-28 13:46:48.251	-0,0054	0,9805	-0,1411	3,0518	8,1177	-1,7090	96,6797	1,0492	-132,4292	37,05	3,95	-1725	3717	1250
0x50	 14:42:49.149	 2023-03-28 13:46:48.256	-0,0054	0,9805	-0,1411	3,0518	8,1177	-1,7090	96,6962	1,0492	-132,3962	37,05	3,95	-1723	3716	1251
0x50	 14:42:49.149	 2023-03-28 13:46:48.261	-0,0054	0,9805	-0,1411	3,0518	8,1177	-1,7090	96,7126	1,0547	-132,3688	37,05	3,95	-1724	3715	1254
0x50	 14:42:49.149	 2023-03-28 13:46:48.266	-0,0054	0,9805	-0,1411	3,0518	8,1177	-1,7090	96,7291	1,0547	-132,3358	37,05	3,95	-1722	3713	1256
0x50	 14:42:49.153	 2023-03-28 13:46:48.271	-0,0112	0,9712	-0,1572	4,2725	6,4087	-1,8311	96,7511	1,0602	-132,3138	37,03	3,95	-1719	3710	1262
0x50	 14:42:49.153	 2023-03-28 13:46:48.276	-0,0112	0,9712	-0,1572	4,2725	6,4087	-1,8311	96,7786	1,0657	-132,2919	37,03	3,95	-1715	3709	1268
0x50	 14:42:49.153	 2023-03-28 13:46:48.281	-0,0112	0,9712	-0,1572	4,2725	6,4087	-1,8311	96,8005	1,0712	-132,2699	37,03	3,95	-1714	3708	1272
0x50	 14:42:49.153	 2023-03-28 13:46:48.286	-0,0112	0,9712	-0,1572	4,2725	6,4087	-1,8311	96,8225	1,0712	-132,2479	37,03	3,95	-1713	3706	1275
0x50	 14:42:49.153	 2023-03-28 13:46:48.291	-0,0107	0,9795	-0,1621	4,0894	5,1270	-2,0752	96,8445	1,0822	-132,2314	37,06	3,95	-1717	3706	1275
0x50	 14:42:49.153	 2023-03-28 13:46:48.296	-0,0107	0,9795	-0,1621	4,0894	5,1270	-2,0752	96,8665	1,0876	-132,2205	37,06	3,95	-1721	3704	1271
0x50	 14:42:49.211	 2023-03-28 13:46:48.301	-0,0107	0,9795	-0,1621	4,0894	5,1270	-2,0752	96,8884	1,0931	-132,2040	37,06	3,96	-1719	3701	1271
0x50	 14:42:49.211	 2023-03-28 13:46:48.306	-0,0107	0,9795	-0,1621	4,0894	5,1270	-2,0752	96,9159	1,0986	-132,1930	37,06	3,95	-1719	3701	1269
0x50	 14:42:49.211	 2023-03-28 13:46:48.311	-0,0103	0,9849	-0,1660	2,2583	4,3945	-2,3804	96,9269	1,1096	-132,1820	37,01	3,95	-1717	3701	1270
0x50	 14:42:49.211	 2023-03-28 13:46:48.316	-0,0103	0,9849	-0,1660	2,2583	4,3945	-2,3804	96,9434	1,1151	-132,1710	37,01	3,95	-1717	3700	1272
0x50	 14:42:49.211	 2023-03-28 13:46:48.321	-0,0103	0,9849	-0,1660	2,2583	4,3945	-2,3804	96,9543	1,1261	-132,1600	37,01	3,95	-1716	3699	1274
0x50	 14:42:49.226	 2023-03-28 13:46:48.326	-0,0103	0,9849	-0,1660	2,2583	4,3945	-2,3804	96,9708	1,1316	-132,1545	37,01	3,95	-1716	3696	1276
0x50	 14:42:49.226	 2023-03-28 13:46:48.331	-0,0137	0,9917	-0,1714	1,8921	3,4790	-2,0752	96,9818	1,1426	-132,1490	37,04	3,95	-1715	3693	1276
0x50	 14:42:49.226	 2023-03-28 13:46:48.336	-0,0137	0,9917	-0,1714	1,8921	3,4790	-2,0752	96,9983	1,1481	-132,1436	37,04	3,95	-1713	3692	1278
0x50	 14:42:49.226	 2023-03-28 13:46:48.341	-0,0137	0,9917	-0,1714	1,8921	3,4790	-2,0752	97,0093	1,1536	-132,1436	37,04	3,95	-1712	3691	1283
0x50	 14:42:49.226	 2023-03-28 13:46:48.346	-0,0137	0,9917	-0,1714	1,8921	3,4790	-2,0752	97,0203	1,1646	-132,1381	37,04	3,95	-1711	3691	1284
0x50	 14:42:49.226	 2023-03-28 13:46:48.351	-0,0142	0,9956	-0,1606	-0,6714	5,3101	-1,8921	97,0203	1,1700	-132,1271	37,01	3,95	-1711	3691	1288
0x50	 14:42:49.226	 2023-03-28 13:46:48.356	-0,0142	0,9956	-0,1606	-0,6714	5,3101	-1,8921	97,0258	1,1755	-132,1161	37,01	3,95	-1714	3690	1293
0x50	 14:42:49.226	 2023-03-28 13:46:48.361	-0,0142	0,9956	-0,1606	-0,6714	5,3101	-1,8921	97,0258	1,1810	-132,1051	37,01	3,95	-1718	3688	1294
