Time	COM	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(/s)	Angular velocity Y(/s)	Angular velocity Z(/s)	Angle X()	Angle Y()	Angle Z()	Magnetic field X	Magnetic field Y	Magnetic field Z	Temperature()	Pressure(Pa)	Height(m)	Longitude()	Latitude()	GPS ground speed(km)	GPS course()	GPS height(m)	Number of satellites()	Position location()	Horizontal position()	Vertical position()	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
22:35:48.138	COM3_115200	2000-0-0 0:26:28.525	0,269	-0,962	2,090	-5,981	10,620	-3,540	30,119	-23,544	132,094	-20,150	138,325	-36,383	38,72															
22:35:48.154	COM8_115200	2000-0-0 0:31:39.630	0,327	0,955	2,067	6,775	-9,216	3,174	-2,829	-37,755	-79,305	-48,158	62,258	41,300	35,96															
22:35:48.154	COM3_115200	2000-0-0 0:26:28.545	0,262	-0,985	2,079	-6,226	6,775	-2,014	29,339	-23,143	132,105	-20,150	138,383	-36,325	38,73															
22:35:48.169	COM8_115200	2000-0-0 0:31:39.650	0,354	0,953	2,058	7,019	-9,827	3,723	-2,401	-37,584	-79,200	-48,158	62,258	41,300	35,99															
22:35:48.169	COM3_115200	2000-0-0 0:26:28.565	0,277	-0,982	2,081	-6,470	6,836	-2,625	28,575	-22,775	132,094	-20,142	138,375	-36,308	38,72															
22:35:48.196	COM8_115200	2000-0-0 0:31:39.670	0,335	0,948	2,066	7,629	-12,451	3,723	-1,972	-37,458	-79,085	-48,158	62,258	41,300	35,97															
22:35:48.200	COM3_115200	2000-0-0 0:26:28.585	0,254	-0,952	2,088	-8,545	9,216	-2,197	27,784	-22,374	132,094	-20,133	138,408	-36,308	38,84															
22:35:48.213	COM8_115200	2000-0-0 0:31:39.690	0,352	0,950	2,064	8,179	-14,832	2,441	-1,527	-37,365	-78,992	-48,158	62,258	41,300	36,08															
22:35:48.213	COM3_115200	2000-0-0 0:26:28.605	0,270	-0,954	2,081	-9,888	10,559	-2,686	26,966	-21,956	132,094	-20,133	138,458	-36,133	38,79															
22:35:48.264	COM8_115200	2000-0-0 0:31:39.710	0,352	0,946	2,043	8,789	-17,395	2,258	-1,066	-37,348	-78,915	-48,158	62,258	41,300	35,93															
22:35:48.265	COM8_115200	2000-0-0 0:31:39.730	0,345	0,948	2,030	9,521	-16,418	3,357	-0,599	-37,321	-78,832	-48,158	62,258	41,300	35,96															
22:35:48.269	COM3_115200	2000-0-0 0:26:28.625	0,286	-0,953	2,070	-10,864	13,550	-3,662	26,136	-21,484	132,105	-20,158	138,508	-35,992	38,77															
22:35:48.280	COM8_115200	2000-0-0 0:31:39.750	0,347	0,938	2,018	9,644	-17,944	6,348	-0,176	-37,326	-78,690	-48,158	62,258	41,300	36,04															
22:35:48.280	COM3_115200	2000-0-0 0:26:28.645	0,274	-0,948	2,072	-11,597	12,634	-3,235	25,296	-21,000	132,105	-20,117	138,525	-35,783	38,73															
22:35:48.280	COM3_115200	2000-0-0 0:26:28.665	0,241	-0,947	2,076	-12,390	11,108	-2,197	24,461	-20,555	132,094	-20,075	138,583	-35,383	38,72															
22:35:48.280	COM8_115200	2000-0-0 0:31:39.770	0,359	0,938	2,015	10,620	-16,846	6,958	0,236	-37,326	-78,508	-48,158	62,258	41,300	36,07															
22:35:48.295	COM3_115200	2000-0-0 0:26:28.685	0,269	-0,947	2,058	-13,245	13,489	-3,845	23,615	-20,099	132,072	-20,133	138,675	-35,125	38,72															
22:35:48.311	COM8_115200	2000-0-0 0:31:39.790	0,367	0,932	2,010	10,193	-18,494	5,005	0,665	-37,321	-78,365	-48,158	62,258	41,300	35,98															
22:35:48.342	COM8_115200	2000-0-0 0:31:39.810	0,353	0,957	1,980	9,155	-19,226	3,540	1,104	-37,348	-78,228	-48,158	62,258	41,300	36,00															
22:35:48.342	COM3_115200	2000-0-0 0:26:28.705	0,261	-0,944	2,051	-14,038	16,479	-5,676	22,780	-19,578	132,023	-20,200	138,783	-34,958	38,76															
22:35:48.342	COM8_115200	2000-0-0 0:31:39.830	0,332	0,943	1,980	9,277	-16,052	0,183	1,582	-37,343	-78,228	-48,158	62,258	41,300	35,90															
22:35:48.342	COM3_115200	2000-0-0 0:26:28.725	0,258	-0,949	2,055	-13,977	15,808	-5,005	21,940	-19,034	131,962	-20,075	138,883	-34,700	38,70															
22:35:48.358	COM3_115200	2000-0-0 0:26:28.745	0,243	-0,962	2,067	-13,184	13,062	-3,601	21,127	-18,556	131,902	-19,958	139,025	-34,267	38,79															
22:35:48.358	COM8_115200	2000-0-0 0:31:39.850	0,350	0,953	1,956	9,460	-15,381	-0,916	2,087	-37,310	-78,250	-48,158	62,258	41,300	35,99															
22:35:48.374	COM3_115200	2000-0-0 0:26:28.765	0,277	-0,954	2,059	-13,550	14,771	-3,601	20,319	-18,078	131,847	-19,942	139,067	-33,842	38,74															
22:35:48.389	COM8_115200	2000-0-0 0:31:39.870	0,345	0,942	1,939	10,620	-13,855	-2,014	2,615	-37,255	-78,305	-48,158	62,258	41,300	36,00															
22:35:48.389	COM3_115200	2000-0-0 0:26:28.785	0,275	-0,950	2,054	-14,587	15,320	-2,930	19,501	-17,578	131,792	-19,942	139,158	-33,467	38,75															
22:35:48.405	COM8_115200	2000-0-0 0:31:39.890	0,325	0,940	1,933	10,925	-10,193	-2,502	3,164	-37,139	-78,376	-48,158	62,258	41,300	36,04															
22:35:48.420	COM3_115200	2000-0-0 0:26:28.805	0,260	-0,946	2,047	-14,587	11,292	-2,563	18,693	-17,144	131,726	-20,000	139,225	-33,000	38,75															
22:35:48.420	COM8_115200	2000-0-0 0:31:39.910	0,339	0,931	1,921	10,254	-9,216	-3,113	3,702	-36,985	-78,453	-48,158	62,258	41,300	36,04															
22:35:48.436	COM3_115200	2000-0-0 0:26:28.825	0,274	-0,946	2,052	-13,672	8,484	-3,479	17,913	-16,782	131,627	-19,967	139,383	-32,700	38,78															
22:35:48.452	COM3_115200	2000-0-0 0:26:28.845	0,273	-0,935	2,036	-14,709	7,935	-3,540	17,139	-16,430	131,501	-19,933	139,425	-32,442	38,74															
22:35:48.467	COM8_115200	2000-0-0 0:31:39.930	0,323	0,923	1,910	10,803	-4,028	-4,333	4,252	-36,771	-78,558	-48,158	62,258	41,300	36,04															
22:35:48.467	COM8_115200	2000-0-0 0:31:39.950	0,332	0,938	1,881	10,193	1,953	-4,517	4,801	-36,442	-78,662	-48,158	62,258	41,300	36,00															
22:35:48.483	COM3_115200	2000-0-0 0:26:28.865	0,279	-0,927	2,021	-15,076	4,211	-2,930	16,364	-16,139	131,358	-19,900	139,383	-31,992	38,75															
22:35:48.483	COM8_115200	2000-0-0 0:31:39.970	0,317	0,957	1,890	9,460	3,296	-4,272	5,317	-36,041	-78,755	-48,158	62,258	41,300	35,99															
22:35:48.483	COM3_115200	2000-0-0 0:26:28.885	0,300	-0,928	2,017	-13,855	0,916	-4,028	15,623	-15,925	131,188	-19,967	139,542	-31,650	38,76															
22:35:48.499	COM8_115200	2000-0-0 0:31:39.990	0,352	0,949	1,892	8,240	4,700	-4,578	5,812	-35,623	-78,843	-48,158	62,258	41,300	35,99															
22:35:48.514	COM3_115200	2000-0-0 0:26:28.905	0,308	-0,926	1,984	-13,855	-0,488	-4,272	14,903	-15,749	130,984	-19,992	139,725	-31,425	38,80															
22:35:48.530	COM8_115200	2000-0-0 0:31:40.010	0,324	0,970	1,921	8,728	6,104	-3,784	6,284	-35,173	-78,920	-48,158	62,258	41,300	35,99															
22:35:48.530	COM3_115200	2000-0-0 0:26:28.925	0,288	-0,937	1,973	-12,939	-1,892	-4,028	14,205	-15,601	130,776	-20,058	139,883	-31,083	38,73															
22:35:48.545	COM8_115200	2000-0-0 0:31:40.030	0,339	0,969	1,912	7,141	4,700	-5,493	6,729	-34,744	-78,975	-48,158	62,258	41,300	35,94															
22:35:48.545	COM3_115200	2000-0-0 0:26:28.945	0,313	-0,946	1,978	-10,132	-7,751	-5,066	13,557	-15,546	130,551	-20,183	139,967	-30,725	38,72															
22:35:48.561	COM8_115200	2000-0-0 0:31:40.050	0,328	0,977	1,906	7,202	5,066	-6,165	7,191	-34,316	-79,074	-48,158	62,258	41,300	35,99															
22:35:48.577	COM3_115200	2000-0-0 0:26:28.965	0,341	-0,933	1,978	-8,362	-6,226	-6,897	12,975	-15,507	130,276	-20,267	140,117	-30,433	38,81															
22:35:48.592	COM8_115200	2000-0-0 0:31:40.070	0,302	0,986	1,923	6,470	4,761	-6,104	7,641	-33,893	-79,189	-48,158	62,258	41,300	36,03															
22:35:48.592	COM3_115200	2000-0-0 0:26:28.985	0,300	-0,930	1,980	-7,446	-8,850	-5,981	12,431	-15,480	129,996	-20,367	140,267	-30,125	38,72															
22:35:48.624	COM8_115200	2000-0-0 0:31:40.090	0,293	0,973	1,908	5,310	3,845	-4,395	8,042	-33,497	-79,272	-48,158	62,258	41,300	35,97															
22:35:48.624	COM3_115200	2000-0-0 0:26:29.005	0,317	-0,931	1,979	-7,629	-10,803	-5,432	11,887	-15,535	129,727	-20,475	140,342	-29,875	38,77															
22:35:48.639	COM8_115200	2000-0-0 0:31:40.110	0,288	0,953	1,916	5,920	2,319	-2,014	8,410	-33,124	-79,299	-48,158	62,258	41,300	36,00															
22:35:48.639	COM8_115200	2000-0-0 0:31:40.130	0,306	0,925	1,912	6,897	2,563	-0,061	8,767	-32,783	-79,277	-48,158	62,258	41,300	36,01															
22:35:48.655	COM3_115200	2000-0-0 0:26:29.025	0,300	-0,937	1,962	-8,240	-6,653	-4,028	11,332	-15,546	129,490	-20,658	140,392	-29,625	38,75															
22:35:48.655	COM3_115200	2000-0-0 0:26:29.045	0,306	-0,950	1,950	-7,690	-5,981	-2,869	10,772	-15,524	129,298	-20,908	140,483	-29,392	38,75															
22:35:48.670	COM8_115200	2000-0-0 0:31:40.150	0,319	0,932	1,918	6,836	0,732	2,136	9,108	-32,459	-79,211	-48,158	62,258	41,300	36,03															
22:35:48.670	COM3_115200	2000-0-0 0:26:29.065	0,307	-0,939	1,947	-6,958	-4,211	-1,648	10,228	-15,480	129,128	-21,025	140,508	-29,058	38,69															
22:35:48.686	COM3_115200	2000-0-0 0:26:29.085	0,313	-0,936	1,953	-5,371	-3,784	-1,465	9,706	-15,425	128,979	-21,125	140,542	-28,925	38,72															
22:35:48.686	COM8_115200	2000-0-0 0:31:40.170	0,319	0,920	1,911	6,104	2,258	4,517	9,393	-32,146	-79,091	-48,158	62,258	41,300	36,01															
22:35:48.717	COM8_115200	2000-0-0 0:31:40.190	0,329	0,921	1,906	7,874	2,197	5,249	9,673	-31,833	-78,926	-48,158	62,258	41,300	36,01															
22:35:48.717	COM3_115200	2000-0-0 0:26:29.105	0,306	-0,919	1,960	-4,089	-3,357	-1,526	9,212	-15,359	128,842	-21,183	140,617	-28,775	38,73															
22:35:48.733	COM8_115200	2000-0-0 0:31:40.210	0,331	0,955	1,899	7,385	-0,916	4,272	9,970	-31,564	-78,783	-48,158	62,258	41,300	36,03															
22:35:48.733	COM3_115200	2000-0-0 0:26:29.125	0,287	-0,918	1,945	-4,211	-3,052	-1,465	8,740	-15,298	128,694	-21,233	140,692	-28,617	38,76															
22:35:48.749	COM8_115200	2000-0-0 0:31:40.230	0,339	0,975	1,875	5,798	1,099	3,540	10,250	-31,284	-78,668	-48,158	62,258	41,300	35,98															
22:35:48.749	COM3_115200	2000-0-0 0:26:29.145	0,310	-0,958	1,944	-3,296	-4,456	-2,014	8,278	-15,249	128,551	-21,317	140,750	-28,517	38,78															
22:35:48.764	COM8_115200	2000-0-0 0:31:40.250	0,321	0,966	1,863	6,653	-4,028	3,540	10,525	-31,075	-78,558	-48,158	62,258	41,300	36,04															
22:35:48.764	COM3_115200	2000-0-0 0:26:29.165	0,326	-0,967	1,939	-2,808	-4,883	-3,113	7,844	-15,216	128,381	-21,375	140,800	-28,400	38,76															
22:35:48.795	COM3_115200	2000-0-0 0:26:29.185	0,260	-0,957	1,946	-2,808	-6,348	-1,831	7,410	-15,211	128,216	-21,367	140,842	-28,333	38,73															
22:35:48.795	COM8_115200	2000-0-0 0:31:40.270	0,281	0,960	1,854	7,446	1,282	-0,793	10,849	-30,822	-78,497	-48,158	62,258	41,300	36,05															
22:35:48.811	COM8_115200	2000-0-0 0:31:40.290	0,238	0,961	1,822	5,127	3,418	-5,920	11,206	-30,482	-78,541	-48,158	62,258	41,300	36,05															
22:35:48.811	COM3_115200	2000-0-0 0:26:29.205	0,295	-0,960	1,962	-1,648	-9,399	0,000	6,982	-15,227	128,084	-21,442	140,842	-28,242	38,77															
22:35:48.826	COM8_115200	2000-0-0 0:31:40.310	0,322	0,957	1,802	-0,061	0,061	-7,751	11,519	-30,152	-78,668	-48,158	62,258	41,300	36,03															
22:35:48.826	COM3_115200	2000-0-0 0:26:29.225	0,323	-0,949	1,984	0,671	-20,020	2,136	6,603	-15,425	127,980	-21,525	140,817	-28,208	38,75															
22:35:48.842	COM8_115200	2000-0-0 0:31:40.330	0,315	0,957	1,835	-4,700	-2,502	-7,568	11,739	-29,888	-78,805	-48,158	62,258	41,300	35,99															
22:35:48.858	COM3_115200	2000-0-0 0:26:29.245	0,370	-0,949	1,968	1,343	-38,025	2,441	6,257	-15,919	127,864	-21,517	140,817	-28,117	38,73															
22:35:48.873	COM8_115200	2000-0-0 0:31:40.350	0,399	0,919	1,838	-5,188	7,080	-6,836	11,893	-29,537	-78,915	-48,158	62,258	41,300	36,03															
22:35:48.873	COM3_115200	2000-0-0 0:26:29.265	0,350	-0,951	1,952	0,610	-50,415	1,587	5,916	-16,743	127,727	-21,642	140,850	-28,075	38,73															
22:35:48.889	COM8_115200	2000-0-0 0:31:40.370	0,369	0,913	1,853	-2,258	20,386	-4,089	12,014	-28,960	-78,898	-48,158	62,258	41,300	35,99															
22:35:48.889	COM3_115200	2000-0-0 0:26:29.285	0,319	-0,951	1,955	-0,244	-48,218	1,343	5,570	-17,595	127,579	-21,675	140,900	-28,050	38,74															
22:35:48.920	COM3_115200	2000-0-0 0:26:29.305	0,289	-0,944	1,959	0,610	-52,551	-0,122	5,235	-18,479	127,425	-21,800	140,883	-27,825	38,78															
22:35:48.920	COM8_115200	2000-0-0 0:31:40.390	0,355	0,907	1,877	1,221	35,156	-0,610	12,162	-28,114	-78,755	-48,158	62,258	41,300	35,98															
22:35:48.920	COM8_115200	2000-0-0 0:31:40.410	0,279	0,888	1,895	3,357	45,532	-0,732	12,299	-27,076	-78,519	-48,158	62,258	41,300	35,96															
22:35:48.936	COM3_115200	2000-0-0 0:26:29.325	0,252	-0,939	1,959	-0,305	-46,997	-2,197	4,905	-19,314	127,255	-21,967	141,000	-27,617	38,74															
22:35:48.952	COM8_115200	2000-0-0 0:31:40.430	0,296	0,889	1,891	4,272	55,725	-4,578	12,448	-25,818	-78,278	-48,158	62,258	41,300	36,00															
22:35:48.952	COM3_115200	2000-0-0 0:26:29.345	0,294	-0,942	1,952	-2,014	-39,368	-4,761	4,570	-20,001	127,057	-22,142	141,033	-27,592	38,74															
22:35:48.983	COM8_115200	2000-0-0 0:31:40.450	0,340	0,974	1,918	4,028	51,086	0,000	12,601	-24,549	-78,014	-48,158	62,258	41,300	36,01															
22:35:48.998	COM3_115200	2000-0-0 0:26:29.365	0,260	-0,935	1,921	-3,662	-34,668	-5,371	4,208	-20,566	126,848	-22,292	140,942	-27,383	38,71															
22:35:49.030	COM8_115200	2000-0-0 0:31:40.470	0,423	0,974	1,971	2,747	41,077	10,376	12,684	-23,522	-77,607	-48,158	62,258	41,300	35,95															
22:35:49.030	COM8_115200	2000-0-0 0:31:40.490	0,404	0,970	1,997	6,897	31,494	19,287	12,739	-22,736	-77,025	-48,158	62,258	41,300	36,00															
22:35:49.030	COM3_115200	2000-0-0 0:26:29.385	0,286	-0,871	1,921	-2,808	-31,433	-6,287	3,840	-21,017	126,645	-22,542	140,875	-27,200	38,77															
22:35:49.045	COM8_115200	2000-0-0 0:31:40.510	0,378	0,974	2,036	9,033	17,395	23,438	12,859	-22,192	-76,382	-48,158	62,258	41,300	35,99															
22:35:49.045	COM8_115200	2000-0-0 0:31:40.530	0,398	0,915	2,046	7,019	5,737	29,114	12,931	-21,967	-75,701	-48,158	62,258	41,300	35,98															
22:35:49.045	COM3_115200	2000-0-0 0:26:29.405	0,318	-0,856	1,870	-2,014	-26,550	-9,888	3,527	-21,429	126,403	-22,867	140,967	-27,083	38,80															
22:35:49.061	COM3_115200	2000-0-0 0:26:29.425	0,247	-0,898	1,865	-2,563	-16,479	-10,132	3,214	-21,632	126,140	-23,183	140,992	-27,092	38,77															
22:35:49.061	COM3_115200	2000-0-0 0:26:29.445	0,240	-0,885	1,889	-2,991	-5,859	-13,062	2,911	-21,627	125,848	-23,600	141,067	-26,942	38,69															
22:35:49.061	COM8_115200	2000-0-0 0:31:40.550	0,429	0,879	2,008	5,920	-7,141	34,546	12,947	-22,011	-74,965	-48,158	62,258	41,300	35,97															
22:35:49.077	COM3_115200	2000-0-0 0:26:29.465	0,216	-0,854	1,913	-2,075	-3,479	-17,456	2,653	-21,528	125,491	-23,967	141,183	-26,775	38,79															
22:35:49.092	COM8_115200	2000-0-0 0:31:40.570	0,400	0,851	1,933	12,878	-7,263	36,194	13,019	-22,176	-74,191	-48,158	62,258	41,300	35,96															
22:35:49.092	COM3_115200	2000-0-0 0:26:29.485	0,339	-0,849	1,898	-3,479	0,854	-25,024	2,439	-21,346	125,002	-24,325	141,158	-26,742	38,73															
22:35:49.108	COM3_115200	2000-0-0 0:26:29.505	0,297	-0,875	1,882	-6,348	9,338	-31,189	2,230	-21,017	124,349	-24,792	141,125	-26,817	38,77															
22:35:49.108	COM8_115200	2000-0-0 0:31:40.590	0,344	0,940	1,942	17,517	-9,949	29,236	13,260	-22,363	-73,493	-48,158	62,258	41,300	36,00															
22:35:49.139	COM3_115200	2000-0-0 0:26:29.525	0,351	-0,915	1,923	-8,972	5,188	-32,288	1,989	-20,660	123,646	-25,308	141,050	-26,933	38,73															
22:35:49.139	COM8_115200	2000-0-0 0:31:40.610	0,280	0,883	1,922	16,174	-12,329	23,926	13,546	-22,538	-72,960	-48,158	62,258	41,300	36,02															
22:35:49.139	COM8_115200	2000-0-0 0:31:40.630	0,372	0,827	1,917	19,348	-8,606	26,917	13,854	-22,687	-72,427	-48,158	62,258	41,300	35,99															
22:35:49.155	COM3_115200	2000-0-0 0:26:29.545	0,405	-0,899	1,982	-11,108	-1,160	-32,898	1,703	-20,473	122,926	-25,967	140,983	-26,767	38,74															
22:35:49.170	COM8_115200	2000-0-0 0:31:40.650	0,343	0,749	1,769	33,264	-3,540	32,898	14,255	-22,791	-71,741	-48,158	62,258	41,300	35,96															
22:35:49.170	COM3_115200	2000-0-0 0:26:29.565	0,427	-0,889	1,978	-15,991	2,930	-34,363	1,362	-20,308	122,190	-26,683	140,867	-26,550	38,75															
22:35:49.186	COM8_115200	2000-0-0 0:31:40.670	0,387	1,028	1,785	36,499	-2,563	25,940	14,892	-22,824	-71,076	-48,158	62,258	41,300	36,04															
22:35:49.202	COM3_115200	2000-0-0 0:26:29.585	0,309	-0,943	1,874	-18,616	4,333	-30,273	0,917	-20,050	121,492	-27,425	140,833	-26,317	38,76															
22:35:49.202	COM8_115200	2000-0-0 0:31:40.690	0,378	0,940	1,861	23,315	-5,127	20,691	15,403	-22,885	-70,576	-48,158	62,258	41,300	35,98															
22:35:49.216	COM3_115200	2000-0-0 0:26:29.605	0,432	-0,973	1,893	-21,118	-5,249	-27,100	0,406	-19,924	120,872	-28,192	140,817	-26,092	38,74															
22:35:49.229	COM8_115200	2000-0-0 0:31:40.710	0,362	0,850	1,940	26,611	18,433	26,917	15,776	-22,648	-69,966	-48,158	62,258	41,300	35,99															
22:35:49.229	COM3_115200	2000-0-0 0:26:29.625	0,477	-0,973	1,887	-25,269	-12,756	-20,081	-0,198	-19,995	120,350	-28,917	140,767	-25,583	38,81															
22:35:49.245	COM8_115200	2000-0-0 0:31:40.730	0,492	0,807	1,901	30,334	12,878	35,217	16,177	-22,374	-69,153	-48,158	62,258	41,300	36,03															
22:35:49.245	COM3_115200	2000-0-0 0:26:29.645	0,413	-0,927	1,866	-30,029	-10,986	-14,038	-0,945	-20,105	119,987	-29,575	140,783	-25,142	38,73															
22:35:49.271	COM8_115200	2000-0-0 0:31:40.750	0,459	0,848	1,863	36,621	18,860	38,330	16,617	-22,126	-68,214	-48,158	62,258	41,300	36,00															
22:35:49.276	COM3_115200	2000-0-0 0:26:29.665	0,385	-0,842	1,895	-36,865	-11,536	-11,780	-1,835	-20,209	119,713	-30,158	140,883	-24,600	38,76															
22:35:49.292	COM8_115200	2000-0-0 0:31:40.770	0,542	0,860	1,910	38,086	13,855	38,818	17,133	-21,874	-67,264	-48,158	62,258	41,300	36,00															
22:35:49.296	COM3_115200	2000-0-0 0:26:29.685	0,417	-0,768	1,905	-45,593	-13,611	-13,428	-2,867	-20,352	119,427	-30,650	141,000	-23,908	38,76															
22:35:49.312	COM8_115200	2000-0-0 0:31:40.790	0,506	0,845	1,965	39,734	6,287	39,307	17,677	-21,830	-66,346	-48,158	62,258	41,300	36,01															
22:35:49.312	COM3_115200	2000-0-0 0:26:29.705	0,348	-0,803	1,879	-51,392	-8,728	-14,282	-4,016	-20,457	119,125	-31,125	141,100	-22,933	38,74															
22:35:49.328	COM8_115200	2000-0-0 0:31:40.810	0,445	0,816	1,980	44,128	8,179	39,429	18,276	-21,802	-65,435	-48,158	62,258	41,300	36,07															
22:35:49.359	COM8_115200	2000-0-0 0:31:40.830	0,525	0,808	1,938	46,814	2,563	43,152	18,924	-21,835	-64,506	-48,158	62,258	41,300	36,00															
22:35:49.359	COM3_115200	2000-0-0 0:26:29.725	0,392	-0,813	1,822	-54,016	-7,385	-17,456	-5,213	-20,511	118,784	-31,633	141,167	-21,575	38,77															
22:35:49.374	COM3_115200	2000-0-0 0:26:29.745	0,374	-0,783	1,823	-59,143	-1,160	-20,874	-6,432	-20,522	118,350	-32,117	141,242	-20,333	38,70															
22:35:49.390	COM8_115200	2000-0-0 0:31:40.850	0,610	0,878	1,875	46,753	-13,306	45,227	19,589	-22,148	-63,589	-48,158	62,258	41,300	36,00															
22:35:49.390	COM3_115200	2000-0-0 0:26:29.765	0,421	-0,790	1,786	-64,636	13,428	-23,926	-7,712	-20,314	117,823	-32,625	141,317	-19,017	38,71															
22:35:49.390	COM3_115200	2000-0-0 0:26:29.785	0,397	-0,851	1,815	-65,674	17,334	-23,560	-9,031	-19,896	117,246	-33,200	141,425	-17,633	38,76															
22:35:49.390	COM8_115200	2000-0-0 0:31:40.870	0,509	0,907	1,881	47,852	-24,109	44,128	20,292	-22,725	-62,776	-48,158	62,258	41,300	36,06															
22:35:49.406	COM8_115200	2000-0-0 0:31:40.890	0,558	0,843	1,903	49,866	-29,053	40,100	21,061	-23,406	-62,106	-48,158	62,258	41,300	36,00															
22:35:49.406	COM3_115200	2000-0-0 0:26:29.805	0,471	-0,811	1,844	-66,956	4,883	-22,461	-10,366	-19,688	116,719	-33,833	141,483	-16,142	38,68															
22:35:49.421	COM8_115200	2000-0-0 0:31:40.910	0,599	0,835	1,803	49,500	-28,503	41,565	21,830	-24,120	-61,452	-48,158	62,258	41,300	36,04															
22:35:49.437	COM3_115200	2000-0-0 0:26:29.825	0,486	-0,806	1,813	-69,397	10,925	-26,184	-11,700	-19,534	116,142	-34,442	141,425	-14,525	38,74															
22:35:49.453	COM8_115200	2000-0-0 0:31:40.930	0,576	0,916	1,726	42,603	-28,259	38,635	22,538	-24,824	-60,842	-48,158	62,258	41,300	35,99															
22:35:49.453	COM3_115200	2000-0-0 0:26:29.845	0,510	-0,788	1,753	-73,486	14,099	-28,381	-13,063	-19,292	115,455	-35,067	141,292	-12,792	38,75															
22:35:49.468	COM3_115200	2000-0-0 0:26:29.865	0,422	-0,893	1,697	-72,327	8,118	-22,522	-14,469	-19,105	114,862	-35,742	141,167	-10,983	38,78															
22:35:49.468	COM8_115200	2000-0-0 0:31:40.950	0,529	0,863	1,796	36,987	-19,836	38,025	23,093	-25,406	-60,205	-48,158	62,258	41,300	36,00															
22:35:49.484	COM8_115200	2000-0-0 0:31:40.970	0,536	0,750	1,806	35,095	-19,470	40,833	23,533	-25,939	-59,524	-48,158	62,258	41,300	36,00															
22:35:49.484	COM3_115200	2000-0-0 0:26:29.885	0,481	-0,856	1,747	-67,932	-12,695	-20,020	-15,842	-19,226	114,439	-36,442	140,867	-9,033	38,73															
22:35:49.499	COM8_115200	2000-0-0 0:31:40.990	0,563	0,727	1,722	34,363	-22,034	42,297	23,934	-26,526	-58,821	-48,158	62,258	41,300	35,91															
22:35:49.515	COM3_115200	2000-0-0 0:26:29.905	0,473	-0,737	1,741	-68,909	-15,015	-21,606	-17,199	-19,561	114,088	-37,058	140,633	-7,200	38,77															
22:35:49.531	COM8_115200	2000-0-0 0:31:41.010	0,526	0,710	1,695	34,607	-19,287	41,321	24,313	-27,109	-58,112	-48,158	62,258	41,300	35,99															
22:35:49.531	COM3_115200	2000-0-0 0:26:29.925	0,466	-0,735	1,690	-74,036	-8,423	-21,973	-18,589	-19,814	113,676	-37,667	140,383	-5,342	38,76															
22:35:49.546	COM3_115200	2000-0-0 0:26:29.945	0,443	-0,797	1,561	-76,782	-2,258	-20,386	-20,034	-19,968	113,253	-38,225	140,092	-3,383	38,73															
22:35:49.562	COM8_115200	2000-0-0 0:31:41.030	0,467	0,655	1,710	39,429	-7,385	40,833	24,714	-27,526	-57,343	-48,158	62,258	41,300	35,95															
22:35:49.562	COM8_115200	2000-0-0 0:31:41.050	0,537	0,577	1,692	48,401	0,000	42,969	25,197	-27,773	-56,464	-48,158	62,258	41,300	36,07															
22:35:49.577	COM3_115200	2000-0-0 0:26:29.965	0,428	-0,869	1,506	-82,214	-0,549	-15,869	-21,566	-20,017	112,885	-38,842	139,808	-1,292	38,76															
22:35:49.577	COM8_115200	2000-0-0 0:31:41.070	0,694	0,606	1,612	54,688	9,338	45,593	25,746	-27,911	-55,448	-48,158	62,258	41,300	36,03															
22:35:49.593	COM3_115200	2000-0-0 0:26:29.985	0,566	-0,796	1,595	-86,975	-24,902	-16,724	-23,269	-20,275	112,643	-39,483	139,417	0,900	38,77															
22:35:49.624	COM8_115200	2000-0-0 0:31:41.090	0,559	0,674	1,579	57,739	16,357	39,551	26,373	-27,878	-54,377	-48,158	62,258	41,300	35,97															
22:35:49.624	COM3_115200	2000-0-0 0:26:30.005	0,449	-0,605	1,714	-90,393	-40,283	-15,503	-25,054	-21,044	112,643	-39,917	138,825	3,175	38,73															
22:35:49.624	COM8_115200	2000-0-0 0:31:41.110	0,593	0,625	1,634	62,805	17,761	33,997	27,114	-27,762	-53,443	-48,158	62,258	41,300	36,01															
22:35:49.624	COM3_115200	2000-0-0 0:26:30.025	0,413	-0,644	1,600	-98,511	-14,465	-8,789	-26,949	-21,489	112,610	-40,217	138,283	5,583	38,70															
22:35:49.640	COM8_115200	2000-0-0 0:31:41.130	0,647	0,596	1,686	66,345	20,935	37,476	27,905	-27,625	-52,482	-48,158	62,258	41,300	36,02															
22:35:49.656	COM3_115200	2000-0-0 0:26:30.045	0,376	-0,633	1,453	-99,609	-5,859	-2,930	-28,878	-21,583	112,549	-40,483	137,692	7,967	38,71															
22:35:49.671	COM3_115200	2000-0-0 0:26:30.065	0,368	-0,523	1,481	-100,464	-11,597	-5,005	-30,806	-21,682	112,544	-40,725	137,008	10,442	38,73															
22:35:49.671	COM8_115200	2000-0-0 0:31:41.150	0,675	0,523	1,578	76,416	26,550	41,565	28,779	-27,444	-51,372	-48,158	62,258	41,300	36,00															
