Time	COM	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(/s)	Angular velocity Y(/s)	Angular velocity Z(/s)	Angle X()	Angle Y()	Angle Z()	Magnetic field X	Magnetic field Y	Magnetic field Z	Temperature()	Pressure(Pa)	Height(m)	Longitude()	Latitude()	GPS ground speed(km)	GPS course()	GPS height(m)	Number of satellites()	Position location()	Horizontal position()	Vertical position()	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
22:35:14.374	COM3_115200	2000-0-0 0:25:54.685	0,541	-0,142	1,225	-44,922	-5,859	-36,560	-62,298	-29,850	169,536	-52,058	105,825	47,408	38,67															
22:35:14.390	COM8_115200	2000-0-0 0:31:5.870	0,643	0,045	1,383	37,842	-4,150	33,813	51,086	-36,634	-21,077	-48,158	62,258	41,300	36,00															
22:35:14.390	COM3_115200	2000-0-0 0:25:54.705	0,564	-0,128	1,227	-44,861	-4,333	-36,072	-62,441	-30,509	169,146	-52,475	104,325	48,375	38,73															
22:35:14.421	COM8_115200	2000-0-0 0:31:5.890	0,642	0,028	1,422	41,077	-0,610	36,621	51,015	-37,117	-20,495	-48,158	62,258	41,300	35,98															
22:35:14.421	COM3_115200	2000-0-0 0:25:54.725	0,533	-0,134	1,201	-45,898	-1,465	-33,508	-62,556	-31,108	168,695	-52,917	102,767	49,167	38,73															
22:35:14.468	COM8_115200	2000-0-0 0:31:5.910	0,663	0,021	1,412	44,434	5,127	41,138	50,894	-37,595	-19,748	-48,158	62,258	41,300	35,96															
22:35:14.468	COM8_115200	2000-0-0 0:31:5.930	0,719	0,006	1,388	48,462	9,766	46,448	50,718	-38,062	-18,776	-48,158	62,258	41,300	36,03															
22:35:14.468	COM3_115200	2000-0-0 0:25:54.745	0,642	-0,111	1,212	-47,363	1,587	-32,288	-62,677	-31,635	168,234	-53,350	101,225	49,950	38,76															
22:35:14.468	COM3_115200	2000-0-0 0:25:54.765	0,638	-0,104	1,193	-47,302	1,892	-31,982	-62,770	-32,141	167,717	-53,875	99,658	50,675	38,77															
22:35:14.483	COM3_115200	2000-0-0 0:25:54.785	0,569	-0,116	1,156	-49,072	8,728	-30,579	-62,814	-32,596	167,108	-54,333	98,125	51,425	38,74															
22:35:14.483	COM8_115200	2000-0-0 0:31:5.950	0,738	-0,032	1,342	48,157	7,996	53,284	50,449	-38,622	-17,666	-48,158	62,258	41,300	35,98															
22:35:14.483	COM8_115200	2000-0-0 0:31:5.970	0,727	-0,017	1,387	46,753	0,366	52,979	50,197	-39,265	-16,622	-48,158	62,258	41,300	36,04															
22:35:14.483	COM3_115200	2000-0-0 0:25:54.805	0,633	-0,111	1,143	-49,622	2,258	-28,015	-62,908	-33,025	166,531	-54,892	96,500	52,075	38,73															
22:35:14.499	COM8_115200	2000-0-0 0:31:5.990	0,757	-0,045	1,385	49,927	0,671	55,664	49,955	-39,974	-15,568	-48,158	62,258	41,300	35,99															
22:35:14.515	COM3_115200	2000-0-0 0:25:54.825	0,647	-0,050	1,130	-47,974	-1,343	-24,658	-63,062	-33,448	166,135	-55,408	94,917	52,608	38,73															
22:35:14.530	COM8_115200	2000-0-0 0:31:6.010	0,770	-0,087	1,308	47,363	-2,625	56,091	49,741	-40,732	-14,557	-48,158	62,258	41,300	36,00															
22:35:14.530	COM3_115200	2000-0-0 0:25:54.845	0,643	-0,022	1,107	-43,091	0,000	-25,940	-63,127	-33,871	165,729	-55,850	93,258	53,083	38,69															
22:35:14.546	COM3_115200	2000-0-0 0:25:54.865	0,644	-0,047	1,185	-38,696	0,916	-26,428	-63,067	-34,321	165,289	-56,250	91,625	53,650	38,66															
22:35:14.562	COM8_115200	2000-0-0 0:31:6.030	0,758	-0,084	1,342	49,805	0,305	52,979	49,493	-41,446	-13,513	-48,158	62,258	41,300	36,02															
22:35:14.562	COM3_115200	2000-0-0 0:25:54.885	0,634	-0,013	1,213	-39,246	8,362	-22,034	-62,930	-34,667	164,762	-56,708	90,075	54,367	38,73															
22:35:14.593	COM8_115200	2000-0-0 0:31:6.050	0,793	-0,122	1,292	43,701	-6,531	58,472	49,164	-42,193	-12,464	-48,158	62,258	41,300	36,00															
22:35:14.593	COM8_115200	2000-0-0 0:31:6.070	0,752	-0,158	1,314	37,537	-6,104	52,917	48,741	-42,995	-11,503	-48,158	62,258	41,300	36,04															
22:35:14.593	COM3_115200	2000-0-0 0:25:54.905	0,701	0,032	1,191	-39,734	10,193	-20,386	-62,748	-34,898	164,158	-57,133	88,592	54,850	38,69															
22:35:14.608	COM8_115200	2000-0-0 0:31:6.090	0,793	-0,167	1,295	35,339	-1,038	54,382	48,153	-43,687	-10,415	-48,158	62,258	41,300	36,00															
22:35:14.624	COM3_115200	2000-0-0 0:25:54.925	0,657	0,025	1,197	-37,476	0,610	-20,386	-62,628	-35,200	163,724	-57,567	87,167	55,125	38,74															
22:35:14.624	COM8_115200	2000-0-0 0:31:6.110	0,798	-0,191	1,291	29,785	-8,362	52,734	47,516	-44,423	-9,382	-48,158	62,258	41,300	35,97															
22:35:14.624	COM3_115200	2000-0-0 0:25:54.945	0,602	0,012	1,184	-35,950	-1,587	-19,104	-62,512	-35,513	163,367	-57,992	85,717	55,258	38,73															
22:35:14.640	COM8_115200	2000-0-0 0:31:6.130	0,801	-0,236	1,321	28,381	-6,897	52,795	46,802	-45,159	-8,355	-48,158	62,258	41,300	35,91															
22:35:14.655	COM3_115200	2000-0-0 0:25:54.965	0,566	0,021	1,205	-35,095	-5,737	-17,822	-62,413	-35,837	163,098	-58,242	84,317	55,517	38,76															
22:35:14.673	COM8_115200	2000-0-0 0:31:6.150	0,755	-0,255	1,304	24,597	-10,376	47,974	46,055	-45,862	-7,361	-48,158	62,258	41,300	36,02															
22:35:14.678	COM3_115200	2000-0-0 0:25:54.985	0,618	0,063	1,221	-35,034	-7,385	-17,273	-62,336	-36,172	162,889	-58,458	82,992	55,883	38,72															
22:35:14.680	COM8_115200	2000-0-0 0:31:6.170	0,749	-0,267	1,330	22,705	-10,925	46,509	45,341	-46,511	-6,526	-48,158	62,258	41,300	35,97															
22:35:14.695	COM3_115200	2000-0-0 0:25:55.005	0,637	0,089	1,212	-34,363	-12,146	-17,395	-62,292	-36,535	162,757	-58,567	81,700	56,292	38,69															
22:35:14.711	COM8_115200	2000-0-0 0:31:6.190	0,759	-0,260	1,341	18,860	-9,277	47,546	44,467	-47,164	-5,548	-48,158	62,258	41,300	36,03															
22:35:14.711	COM3_115200	2000-0-0 0:25:55.025	0,554	0,088	1,219	-35,095	-13,733	-15,076	-62,287	-36,898	162,697	-58,675	80,392	56,608	38,73															
22:35:14.727	COM8_115200	2000-0-0 0:31:6.210	0,699	-0,312	1,343	17,212	-7,690	46,509	43,506	-47,763	-4,515	-48,158	62,258	41,300	35,99															
22:35:14.727	COM3_115200	2000-0-0 0:25:55.045	0,541	0,122	1,224	-35,767	-16,846	-15,259	-62,314	-37,260	162,675	-58,633	79,142	56,925	38,73															
22:35:14.742	COM8_115200	2000-0-0 0:31:6.230	0,661	-0,331	1,380	17,700	-0,977	46,692	42,424	-48,274	-3,356	-48,158	62,258	41,300	35,99															
22:35:14.758	COM3_115200	2000-0-0 0:25:55.065	0,542	0,130	1,217	-35,767	-18,677	-14,893	-62,386	-37,634	162,724	-58,517	77,900	57,308	38,66															
22:35:14.773	COM3_115200	2000-0-0 0:25:55.085	0,537	0,120	1,167	-33,386	-20,325	-17,151	-62,413	-38,040	162,762	-58,283	76,633	57,775	38,67															
22:35:14.773	COM8_115200	2000-0-0 0:31:6.250	0,695	-0,340	1,381	16,907	-2,380	46,936	41,276	-48,735	-2,115	-48,158	62,258	41,300	35,96															
22:35:14.805	COM8_115200	2000-0-0 0:31:6.270	0,670	-0,362	1,402	19,775	-0,122	46,875	40,122	-49,158	-0,818	-48,158	62,258	41,300	35,93															
22:35:14.805	COM8_115200	2000-0-0 0:31:6.290	0,598	-0,414	1,387	19,958	-1,953	46,936	38,963	-49,548	0,511	-48,158	62,258	41,300	35,98															
22:35:14.805	COM3_115200	2000-0-0 0:25:55.105	0,574	0,141	1,167	-30,640	-17,822	-19,531	-62,369	-38,474	162,762	-57,992	75,375	58,333	38,72															
22:35:14.836	COM8_115200	2000-0-0 0:31:6.310	0,547	-0,449	1,394	21,301	2,014	44,678	37,859	-49,867	1,741	-48,158	62,258	41,300	35,93															
22:35:14.836	COM3_115200	2000-0-0 0:25:55.125	0,538	0,146	1,199	-29,358	-10,986	-21,301	-62,188	-38,908	162,625	-57,658	74,075	58,800	38,65															
22:35:14.836	COM3_115200	2000-0-0 0:25:55.145	0,576	0,149	1,182	-27,649	-11,719	-23,865	-61,880	-39,342	162,328	-57,433	72,875	59,200	38,73															
22:35:14.852	COM3_115200	2000-0-0 0:25:55.165	0,503	0,176	1,180	-26,245	-7,568	-23,499	-61,529	-39,792	162,021	-57,275	71,792	59,525	38,73															
22:35:14.852	COM8_115200	2000-0-0 0:31:6.330	0,599	-0,441	1,388	19,104	-4,150	48,950	36,634	-50,208	3,159	-48,158	62,258	41,300	36,01															
22:35:14.867	COM8_115200	2000-0-0 0:31:6.350	0,602	-0,474	1,386	21,118	-4,578	47,607	35,420	-50,620	4,526	-48,158	62,258	41,300	36,05															
22:35:14.867	COM3_115200	2000-0-0 0:25:55.185	0,527	0,167	1,183	-25,757	-3,174	-25,024	-61,051	-40,188	161,543	-57,133	70,667	59,925	38,74															
22:35:14.883	COM8_115200	2000-0-0 0:31:6.370	0,578	-0,491	1,399	24,353	-3,052	46,021	34,250	-50,933	5,927	-48,158	62,258	41,300	36,00															
22:35:14.898	COM3_115200	2000-0-0 0:25:55.205	0,526	0,191	1,185	-26,611	-3,784	-26,367	-60,562	-40,594	161,043	-57,025	69,525	60,083	38,69															
22:35:14.914	COM8_115200	2000-0-0 0:31:6.390	0,606	-0,507	1,418	24,475	-8,789	45,715	33,151	-51,268	7,278	-48,158	62,258	41,300	36,04															
22:35:14.914	COM3_115200	2000-0-0 0:25:55.225	0,500	0,228	1,164	-27,588	-3,174	-28,687	-60,051	-41,017	160,466	-56,942	68,358	60,233	38,75															
22:35:14.930	COM8_115200	2000-0-0 0:31:6.410	0,617	-0,525	1,392	25,879	-7,874	43,030	32,086	-51,608	8,586	-48,158	62,258	41,300	36,00															
22:35:14.930	COM3_115200	2000-0-0 0:25:55.245	0,504	0,250	1,183	-28,015	-3,540	-29,846	-59,529	-41,473	159,879	-56,875	67,067	60,383	38,68															
22:35:14.945	COM3_115200	2000-0-0 0:25:55.265	0,468	0,261	1,205	-29,175	2,991	-28,564	-58,942	-41,858	159,181	-56,858	65,742	60,525	38,70															
22:35:14.961	COM8_115200	2000-0-0 0:31:6.430	0,584	-0,549	1,390	28,931	-1,648	39,001	31,080	-51,801	9,882	-48,158	62,258	41,300	36,00															
22:35:14.961	COM8_115200	2000-0-0 0:31:6.450	0,612	-0,541	1,384	29,846	1,709	36,743	30,103	-51,855	11,190	-48,158	62,258	41,300	36,03															
22:35:14.961	COM3_115200	2000-0-0 0:25:55.285	0,516	0,292	1,195	-30,457	3,723	-28,870	-58,304	-42,204	158,368	-56,900	64,475	60,592	38,66															
22:35:14.992	COM8_115200	2000-0-0 0:31:6.470	0,672	-0,543	1,391	28,320	-1,282	36,255	29,141	-51,910	12,469	-48,158	62,258	41,300	35,97															
22:35:14.992	COM3_115200	2000-0-0 0:25:55.305	0,496	0,309	1,190	-30,396	-5,493	-29,785	-57,766	-42,605	157,692	-56,933	63,167	60,525	38,73															
22:35:15.008	COM8_115200	2000-0-0 0:31:6.490	0,606	-0,571	1,373	26,245	-1,465	27,100	28,268	-51,938	13,568	-48,158	62,258	41,300	36,00															
22:35:15.008	COM3_115200	2000-0-0 0:25:55.325	0,458	0,315	1,186	-29,968	-9,827	-29,480	-57,294	-43,061	157,132	-56,933	61,867	60,533	38,71															
22:35:15.031	COM8_115200	2000-0-0 0:31:6.510	0,613	-0,589	1,382	27,649	4,944	28,564	27,416	-51,833	14,661	-48,158	62,258	41,300	35,97															
22:35:15.036	COM3_115200	2000-0-0 0:25:55.345	0,448	0,333	1,203	-31,006	-13,977	-29,541	-56,876	-43,566	156,654	-56,842	60,517	60,608	38,78															
22:35:15.066	COM3_115200	2000-0-0 0:25:55.365	0,468	0,364	1,154	-32,349	-21,545	-29,114	-56,563	-44,116	156,292	-56,725	59,208	60,792	38,72															
22:35:15.069	COM8_115200	2000-0-0 0:31:6.530	0,590	-0,594	1,386	26,855	7,690	26,245	26,554	-51,652	15,754	-48,158	62,258	41,300	36,01															
22:35:15.077	COM3_115200	2000-0-0 0:25:55.385	0,517	0,372	1,162	-30,884	-36,438	-28,687	-56,431	-44,802	156,193	-56,450	57,958	61,067	38,76															
22:35:15.080	COM8_115200	2000-0-0 0:31:6.550	0,589	-0,593	1,419	27,527	11,353	25,513	25,708	-51,361	16,853	-48,158	62,258	41,300	35,97															
22:35:15.080	COM8_115200	2000-0-0 0:31:6.570	0,529	-0,596	1,425	26,978	11,169	22,888	24,901	-51,048	17,880	-48,158	62,258	41,300	36,04															
22:35:15.095	COM3_115200	2000-0-0 0:25:55.405	0,469	0,356	1,141	-29,419	-38,696	-27,893	-56,382	-45,555	156,270	-55,917	56,625	61,342	38,74															
22:35:15.111	COM8_115200	2000-0-0 0:31:6.590	0,522	-0,602	1,441	25,757	7,507	21,484	24,175	-50,735	18,814	-48,158	62,258	41,300	35,93															
22:35:15.111	COM3_115200	2000-0-0 0:25:55.425	0,438	0,386	1,139	-28,625	-33,264	-27,283	-56,250	-46,258	156,253	-55,133	55,292	61,717	38,71															
22:35:15.127	COM3_115200	2000-0-0 0:25:55.445	0,463	0,397	1,162	-28,198	-34,424	-27,161	-56,107	-46,945	156,231	-54,325	53,933	62,217	38,65															
22:35:15.127	COM8_115200	2000-0-0 0:31:6.610	0,504	-0,636	1,463	24,414	5,432	23,499	23,439	-50,477	19,704	-48,158	62,258	41,300	35,92															
22:35:15.142	COM3_115200	2000-0-0 0:25:55.465	0,439	0,412	1,133	-28,320	-26,062	-24,658	-55,854	-47,538	156,072	-53,408	52,683	62,442	38,76															
22:35:15.189	COM8_115200	2000-0-0 0:31:6.630	0,502	-0,636	1,478	22,644	2,319	26,428	22,643	-50,262	20,649	-48,158	62,258	41,300	35,95															
22:35:15.189	COM8_115200	2000-0-0 0:31:6.650	0,528	-0,608	1,507	21,790	-2,808	29,297	21,813	-50,147	21,610	-48,158	62,258	41,300	35,95															
22:35:15.189	COM8_115200	2000-0-0 0:31:6.670	0,489	-0,627	1,504	19,775	-6,165	31,677	20,951	-50,109	22,604	-48,158	62,258	41,300	35,95															
22:35:15.189	COM3_115200	2000-0-0 0:25:55.485	0,432	0,416	1,127	-25,635	-18,555	-24,963	-55,421	-48,027	155,704	-52,558	51,458	62,675	38,73															
22:35:15.205	COM8_115200	2000-0-0 0:31:6.690	0,477	-0,626	1,506	18,127	-9,338	34,729	20,012	-50,142	23,648	-48,158	62,258	41,300	36,00															
22:35:15.205	COM3_115200	2000-0-0 0:25:55.505	0,418	0,437	1,151	-23,499	-13,916	-25,146	-54,833	-48,472	155,198	-51,783	50,158	62,975	38,68															
22:35:15.205	COM3_115200	2000-0-0 0:25:55.525	0,346	0,430	1,167	-22,400	-8,484	-25,024	-54,075	-48,823	154,512	-51,108	48,967	63,175	38,73															
22:35:15.220	COM8_115200	2000-0-0 0:31:6.710	0,457	-0,638	1,483	18,677	-10,986	36,987	19,034	-50,208	24,741	-48,158	62,258	41,300	35,99															
22:35:15.236	COM3_115200	2000-0-0 0:25:55.545	0,361	0,436	1,201	-22,949	-2,502	-27,832	-53,185	-49,120	153,644	-50,492	47,892	63,350	38,74															
22:35:15.252	COM8_115200	2000-0-0 0:31:6.730	0,465	-0,668	1,472	18,921	-11,230	38,757	18,023	-50,284	25,906	-48,158	62,258	41,300	35,92															
22:35:15.267	COM3_115200	2000-0-0 0:25:55.565	0,403	0,481	1,219	-25,391	-7,141	-26,245	-52,339	-49,411	152,776	-50,033	46,767	63,467	38,69															
22:35:15.267	COM3_115200	2000-0-0 0:25:55.585	0,397	0,488	1,220	-26,794	-4,578	-24,170	-51,531	-49,664	151,930	-49,617	45,650	63,408	38,72															
22:35:15.267	COM8_115200	2000-0-0 0:31:6.750	0,493	-0,664	1,474	18,555	-11,597	39,612	16,990	-50,367	27,098	-48,158	62,258	41,300	36,01															
22:35:15.283	COM3_115200	2000-0-0 0:25:55.605	0,360	0,491	1,217	-27,649	-3,052	-22,827	-50,718	-49,850	151,035	-49,275	44,508	63,317	38,72															
22:35:15.298	COM8_115200	2000-0-0 0:31:6.770	0,472	-0,673	1,465	21,790	-7,202	37,964	15,985	-50,361	28,306	-48,158	62,258	41,300	36,00															
22:35:15.298	COM8_115200	2000-0-0 0:31:6.790	0,476	-0,699	1,450	22,888	-4,028	37,415	15,024	-50,273	29,509	-48,158	62,258	41,300	35,97															
22:35:15.314	COM3_115200	2000-0-0 0:25:55.625	0,392	0,473	1,216	-28,687	-11,292	-22,217	-49,999	-50,076	150,244	-48,942	43,217	63,383	38,70															
22:35:15.329	COM8_115200	2000-0-0 0:31:6.810	0,484	-0,725	1,469	20,569	-5,920	36,865	14,063	-50,164	30,701	-48,158	62,258	41,300	36,03															
22:35:15.329	COM3_115200	2000-0-0 0:25:55.645	0,375	0,503	1,213	-30,029	-12,085	-20,020	-49,427	-50,323	149,606	-48,600	42,025	63,342	38,69															
22:35:15.345	COM3_115200	2000-0-0 0:25:55.665	0,338	0,535	1,207	-30,823	-8,240	-20,264	-48,818	-50,521	148,898	-48,267	40,942	63,325	38,67															
22:35:15.345	COM8_115200	2000-0-0 0:31:6.830	0,466	-0,718	1,490	21,118	-2,563	34,973	13,123	-50,032	31,844	-48,158	62,258	41,300	36,01															
22:35:15.361	COM8_115200	2000-0-0 0:31:6.850	0,483	-0,724	1,478	23,621	4,272	31,982	12,266	-49,746	32,948	-48,158	62,258	41,300	35,96															
22:35:15.377	COM3_115200	2000-0-0 0:25:55.685	0,338	0,539	1,209	-30,945	-11,658	-20,569	-48,181	-50,713	148,145	-47,883	39,817	63,350	38,71															
22:35:15.392	COM8_115200	2000-0-0 0:31:6.870	0,466	-0,745	1,462	21,973	6,348	30,212	11,464	-49,362	33,997	-48,158	62,258	41,300	36,00															
22:35:15.392	COM3_115200	2000-0-0 0:25:55.705	0,344	0,547	1,245	-31,006	-20,752	-21,240	-47,681	-51,004	147,574	-47,400	38,675	63,150	38,73															
22:35:15.408	COM3_115200	2000-0-0 0:25:55.725	0,228	0,561	1,277	-32,715	-25,452	-19,653	-47,313	-51,361	147,134	-46,842	37,442	62,925	38,73															
22:35:15.408	COM8_115200	2000-0-0 0:31:6.890	0,483	-0,736	1,459	17,151	6,348	28,809	10,640	-48,961	34,980	-48,158	62,258	41,300	35,97															
22:35:15.423	COM8_115200	2000-0-0 0:31:6.910	0,466	-0,750	1,458	11,597	9,338	24,597	9,789	-48,499	35,859	-48,158	62,258	41,300	36,00															
22:35:15.423	COM3_115200	2000-0-0 0:25:55.745	0,308	0,573	1,271	-34,424	-41,382	-20,325	-47,148	-51,833	146,915	-46,142	36,300	62,833	38,73															
22:35:15.455	COM8_115200	2000-0-0 0:31:6.930	0,461	-0,765	1,474	10,254	19,897	20,081	8,981	-47,873	36,601	-48,158	62,258	41,300	36,02															
22:35:15.455	COM3_115200	2000-0-0 0:25:55.765	0,405	0,608	1,270	-37,964	-60,730	-22,583	-47,439	-52,630	147,184	-45,283	35,017	62,933	38,74															
22:35:15.470	COM8_115200	2000-0-0 0:31:6.950	0,490	-0,794	1,490	8,118	23,682	15,320	8,245	-47,098	37,211	-48,158	62,258	41,300	36,03															
22:35:15.470	COM3_115200	2000-0-0 0:25:55.785	0,339	0,620	1,234	-37,903	-48,706	-22,644	-47,697	-53,438	147,382	-44,108	33,733	63,092	38,73															
22:35:15.486	COM8_115200	2000-0-0 0:31:6.970	0,464	-0,806	1,508	4,883	25,757	11,963	7,559	-46,269	37,705	-48,158	62,258	41,300	36,05															
22:35:15.486	COM3_115200	2000-0-0 0:25:55.805	0,307	0,594	1,194	-34,729	-37,292	-21,851	-47,604	-54,053	147,189	-42,758	32,392	63,183	38,76															
22:35:15.502	COM3_115200	2000-0-0 0:25:55.825	0,337	0,578	1,142	-29,175	-34,363	-22,034	-47,324	-54,586	146,876	-41,367	31,067	63,142	38,69															
22:35:15.517	COM8_115200	2000-0-0 0:31:6.990	0,469	-0,832	1,521	3,479	27,893	9,827	6,905	-45,374	38,095	-48,158	62,258	41,300	35,92															
22:35:15.548	COM8_115200	2000-0-0 0:31:7.010	0,487	-0,808	1,563	1,343	24,048	9,033	6,262	-44,517	38,419	-48,158	62,258	41,300	36,00															
22:35:15.548	COM8_115200	2000-0-0 0:31:7.030	0,471	-0,783	1,581	0,244	18,616	5,798	5,669	-43,770	38,650	-48,158	62,258	41,300	36,00															
22:35:15.548	COM3_115200	2000-0-0 0:25:55.845	0,316	0,578	1,084	-21,118	-28,015	-20,203	-46,807	-55,020	146,442	-40,058	29,817	63,025	38,76															
22:35:15.564	COM8_115200	2000-0-0 0:31:7.050	0,485	-0,779	1,578	0,977	13,611	3,174	5,164	-43,116	38,765	-48,158	62,258	41,300	36,05															
22:35:15.564	COM3_115200	2000-0-0 0:25:55.865	0,330	0,562	1,047	-11,169	-22,095	-16,602	-46,000	-55,344	145,893	-38,950	28,758	63,033	38,71															
22:35:15.580	COM3_115200	2000-0-0 0:25:55.885	0,318	0,593	1,069	-2,991	-14,526	-12,329	-44,945	-55,503	145,250	-37,917	27,833	62,975	38,74															
22:35:15.580	COM8_115200	2000-0-0 0:31:7.070	0,441	-0,787	1,580	1,099	8,484	1,770	4,719	-42,578	38,798	-48,158	62,258	41,300	35,96															
22:35:15.580	COM3_115200	2000-0-0 0:25:55.905	0,249	0,606	1,107	2,991	-4,822	-8,606	-43,643	-55,464	144,476	-37,125	27,225	62,992	38,69															
22:35:15.611	COM8_115200	2000-0-0 0:31:7.090	0,393	-0,747	1,580	1,099	4,211	2,075	4,312	-42,116	38,809	-48,158	62,258	41,300	35,99															
22:35:15.611	COM3_115200	2000-0-0 0:25:55.925	0,250	0,569	1,194	4,761	-4,333	-7,751	-42,242	-55,349	143,646	-36,467	26,825	63,108	38,67															
22:35:15.626	COM8_115200	2000-0-0 0:31:7.110	0,385	-0,759	1,569	2,563	2,625	3,296	3,911	-41,732	38,826	-48,158	62,258	41,300	35,98															
22:35:15.626	COM3_115200	2000-0-0 0:25:55.945	0,226	0,586	1,229	3,052	-1,038	-5,249	-40,880	-55,162	142,839	-35,900	26,583	63,267	38,78															
22:35:15.642	COM8_115200	2000-0-0 0:31:7.130	0,392	-0,746	1,584	4,333	-0,305	6,042	3,521	-41,380	38,903	-48,158	62,258	41,300	36,00															
22:35:15.642	COM3_115200	2000-0-0 0:25:55.965	0,212	0,594	1,245	0,916	3,906	-5,981	-39,501	-54,871	141,949	-35,458	26,383	63,200	38,67															
22:35:15.673	COM8_115200	2000-0-0 0:31:7.150	0,415	-0,717	1,593	8,545	-2,869	7,690	3,175	-41,083	39,040	-48,158	62,258	41,300	35,99															
22:35:15.673	COM3_115200	2000-0-0 0:25:55.985	0,219	0,588	1,255	-2,136	8,118	-6,653	-38,112	-54,498	140,949	-35,183	26,258	63,275	38,73															
22:35:15.696	COM8_115200	2000-0-0 0:31:7.170	0,421	-0,758	1,584	10,620	-3,540	8,118	2,878	-40,825	39,183	-48,158	62,258	41,300	36,00															
22:35:15.712	COM8_115200	2000-0-0 0:31:7.190	0,399	-0,755	1,570	11,780	-0,610	7,202	2,626	-40,523	39,320	-48,158	62,258	41,300	35,97															
22:35:15.712	COM3_115200	2000-0-0 0:25:56.005	0,221	0,584	1,261	-3,662	10,437	-6,042	-36,760	-54,075	139,944	-35,158	26,058	63,283	38,71															
22:35:15.712	COM3_115200	2000-0-0 0:25:56.025	0,238	0,578	1,268	-4,578	8,423	-6,470	-35,458	-53,635	138,955	-35,200	25,908	63,300	38,73															
22:35:15.727	COM8_115200	2000-0-0 0:31:7.210	0,398	-0,767	1,563	12,390	0,427	7,324	2,406	-40,193	39,435	-48,158	62,258	41,300	35,96															
22:35:15.727	COM3_115200	2000-0-0 0:25:56.045	0,249	0,611	1,254	-5,188	8,850	-7,874	-34,211	-53,201	137,994	-35,317	25,808	63,167	38,77															
22:35:15.743	COM8_115200	2000-0-0 0:31:7.230	0,404	-0,765	1,564	11,963	-0,183	8,850	2,164	-39,864	39,584	-48,158	62,258	41,300	36,00															
22:35:15.759	COM3_115200	2000-0-0 0:25:56.065	0,247	0,599	1,261	-4,578	3,357	-9,644	-33,003	-52,855	137,071	-35,408	25,633	62,967	38,72															
22:35:15.759	COM8_115200	2000-0-0 0:31:7.250	0,426	-0,783	1,570	11,047	-1,282	11,047	1,873	-39,567	39,776	-48,158	62,258	41,300	36,00															
22:35:15.790	COM8_115200	2000-0-0 0:31:7.270	0,425	-0,794	1,575	9,766	-1,038	11,780	1,555	-39,276	40,007	-48,158	62,258	41,300	35,98															
22:35:15.790	COM3_115200	2000-0-0 0:25:56.085	0,232	0,619	1,256	-4,578	5,859	-10,193	-31,800	-52,487	136,159	-35,392	25,358	62,850	38,67															
22:35:15.790	COM3_115200	2000-0-0 0:25:56.105	0,249	0,628	1,239	-3,967	6,714	-11,230	-30,580	-52,103	135,214	-35,492	25,175	62,833	38,68															
22:35:15.821	COM3_115200	2000-0-0 0:25:56.125	0,236	0,632	1,245	-2,991	4,700	-12,024	-29,372	-51,735	134,302	-35,492	24,983	62,792	38,69															
22:35:15.821	COM3_115200	2000-0-0 0:25:56.145	0,211	0,629	1,249	-2,686	1,343	-12,634	-28,191	-51,416	133,429	-35,542	24,725	62,858	38,72															
22:35:15.837	COM8_115200	2000-0-0 0:31:7.290	0,427	-0,791	1,573	8,545	0,488	12,695	1,203	-38,947	40,259	-48,158	62,258	41,300	36,04															
22:35:15.837	COM8_115200	2000-0-0 0:31:7.310	0,405	-0,794	1,563	5,981	-1,770	11,658	0,813	-38,644	40,496	-48,158	62,258	41,300	35,96															
22:35:15.852	COM3_115200	2000-0-0 0:25:56.165	0,203	0,612	1,263	-2,991	-3,723	-13,367	-27,076	-51,158	132,621	-35,508	24,583	62,758	38,73															
