Time	COM	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(/s)	Angular velocity Y(/s)	Angular velocity Z(/s)	Angle X()	Angle Y()	Angle Z()	Magnetic field X(?t)	Magnetic field Y(?t)	Magnetic field Z(?t)	Temperature(?)	Pressure(Pa)	Height(m)	Longitude()	Latitude()	GPS ground speed(km)	GPS course()	GPS height(m)	Number of satellites()	Position location()	Horizontal position()	Vertical position()	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
03:31:41.238	COM8_115200	2000-0-0 5:27:31.770	0,418	0,874	1,815	-0,488	16,907	23,682	26,779	-11,393	-43,061	-48,158	62,258	41,300	36,95															
03:31:41.238	COM3_115200	2000-0-0 5:23:4.185	0,373	-0,799	1,591	-9,277	-7,874	-11,841	-29,608	-10,761	154,666	11,400	67,658	-52,142	40,29															
03:31:41.254	COM8_115200	2000-0-0 5:27:31.790	0,433	0,935	1,833	-0,183	23,132	22,400	26,642	-11,223	-42,435	-48,158	62,258	41,300	36,98															
03:31:41.254	COM3_115200	2000-0-0 5:23:4.205	0,341	-0,794	1,618	-9,460	-11,780	-12,878	-29,745	-11,063	154,556	11,400	67,658	-52,142	40,42															
03:31:41.269	COM8_115200	2000-0-0 5:27:31.810	0,405	0,904	1,873	-3,052	12,268	17,273	26,494	-11,080	-41,929	-48,158	62,258	41,300	37,05															
03:31:41.269	COM3_115200	2000-0-0 5:23:4.225	0,337	-0,788	1,607	-8,057	-9,705	-15,259	-29,861	-11,398	154,418	11,400	67,658	-52,142	40,23															
03:31:41.308	COM8_115200	2000-0-0 5:27:31.830	0,480	0,839	1,897	-0,183	11,047	16,357	26,373	-11,041	-41,534	-48,158	62,258	41,300	37,08															
03:31:41.313	COM3_115200	2000-0-0 5:23:4.245	0,437	-0,791	1,511	-6,897	-4,578	-15,503	-29,921	-11,656	154,193	11,400	67,658	-52,142	40,39															
03:31:41.318	COM8_115200	2000-0-0 5:27:31.850	0,501	0,850	1,864	2,197	17,883	20,203	26,301	-10,948	-41,056	-48,158	62,258	41,300	37,01															
03:31:41.328	COM3_115200	2000-0-0 5:23:4.265	0,395	-0,799	1,521	-8,179	-8,423	-13,245	-30,004	-11,909	154,006	11,400	67,658	-52,142	40,39															
