Time	COM	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(/s)	Angular velocity Y(/s)	Angular velocity Z(/s)	Angle X()	Angle Y()	Angle Z()	Magnetic field X(?t)	Magnetic field Y(?t)	Magnetic field Z(?t)	Temperature(?)	Pressure(Pa)	Height(m)	Longitude()	Latitude()	GPS ground speed(km)	GPS course()	GPS height(m)	Number of satellites()	Position location()	Horizontal position()	Vertical position()	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
03:11:20.795	COM3_115200	2000-0-0 1:25:27.145	0,489	-0,698	1,641	-31,860	-12,207	-23,315	-32,382	-43,231	164,559				39,70															
03:11:20.820	COM3_115200	2000-0-0 1:25:27.165	0,523	-0,720	1,562	-35,767	-5,005	-20,996	-32,646	-43,259	164,048				39,70															
03:11:20.820	COM8_115200	2000-0-0 1:23:8.480	0,586	0,679	1,792	25,818	-7,263	28,931	20,693	-41,468	39,309				37,80															
03:11:20.844	COM3_115200	2000-0-0 1:25:27.185	0,479	-0,741	1,530	-38,025	-4,700	-13,672	-33,025	-43,154	163,619				39,66															
03:11:20.844	COM8_115200	2000-0-0 1:23:8.500	0,653	0,648	1,749	30,701	-5,493	32,166	20,814	-41,512	39,996				37,80															
03:11:20.861	COM8_115200	2000-0-0 1:23:8.520	0,574	0,714	1,675	35,034	-0,854	33,508	20,962	-41,490	40,798				37,71															
03:11:20.861	COM3_115200	2000-0-0 1:25:27.205	0,397	-0,694	1,586	-42,725	-8,728	-11,780	-33,558	-43,083	163,334				39,60															
03:11:20.880	COM8_115200	2000-0-0 1:23:8.540	0,571	0,704	1,710	40,283	-2,930	32,104	21,220	-41,468	41,583				37,83															
03:11:20.884	COM3_115200	2000-0-0 1:25:27.225	0,475	-0,615	1,627	-49,500	-11,169	-12,634	-34,277	-43,061	163,158				39,60															
03:11:20.900	COM8_115200	2000-0-0 1:23:8.560	0,587	0,600	1,738	47,180	-2,258	33,264	21,599	-41,462	42,347				37,74															
03:11:20.911	COM3_115200	2000-0-0 1:25:27.245	0,466	-0,673	1,558	-55,664	-4,700	-8,423	-35,107	-42,946	162,938				39,66															
03:11:20.911	COM8_115200	2000-0-0 1:23:8.580	0,690	0,557	1,686	48,828	1,831	37,903	21,967	-41,435	43,226				37,71															
03:11:20.927	COM3_115200	2000-0-0 1:25:27.265	0,493	-0,624	1,472	-57,617	-7,751	-6,409	-36,002	-42,797	162,751				39,54															
03:11:20.928	COM8_115200	2000-0-0 1:23:8.600	0,629	0,647	1,644	45,105	3,784	41,138	22,187	-41,391	44,247				37,83															
03:11:20.945	COM3_115200	2000-0-0 1:25:27.285	0,395	-0,747	1,463	-58,472	-12,939	-6,775	-37,040	-42,715	162,724				39,54															
03:11:20.945	COM8_115200	2000-0-0 1:23:8.620	0,612	0,589	1,653	42,908	2,441	42,053	22,357	-41,364	45,291				37,90															
03:11:20.961	COM3_115200	2000-0-0 1:25:27.305	0,428	-0,611	1,548	-52,551	-18,982	-15,320	-37,919	-42,814	162,631				39,57															
03:11:20.978	COM8_115200	2000-0-0 1:23:8.640	0,584	0,534	1,704	37,781	-3,479	44,006	22,440	-41,440	46,318				37,74															
03:11:20.978	COM3_115200	2000-0-0 1:25:27.325	0,497	-0,588	1,530	-50,354	-15,503	-18,982	-38,639	-42,968	162,405				39,63															
03:11:20.995	COM8_115200	2000-0-0 1:23:8.660	0,753	0,480	1,667	29,480	-8,179	48,218	22,374	-41,649	47,379				37,87															
03:11:20.995	COM3_115200	2000-0-0 1:25:27.345	0,442	-0,629	1,395	-45,715	-19,653	-20,020	-39,271	-43,171	162,164				39,63															
03:11:21.016	COM8_115200	2000-0-0 1:23:8.680	0,654	0,548	1,592	15,503	-1,648	52,490	21,940	-41,852	48,576				37,71															
03:11:21.016	COM3_115200	2000-0-0 1:25:27.365	0,409	-0,753	1,364	-40,283	-21,790	-22,583	-39,809	-43,445	161,944				39,60															
03:11:21.028	COM8_115200	2000-0-0 1:23:8.700	0,548	0,591	1,618	7,629	-4,639	52,124	21,237	-42,012	49,856				37,74															
03:11:21.044	COM3_115200	2000-0-0 1:25:27.385	0,437	-0,684	1,396	-29,785	-22,949	-33,203	-40,084	-43,846	161,592				39,57															
03:11:21.053	COM8_115200	2000-0-0 1:23:8.720	0,720	0,478	1,667	2,441	-19,043	53,406	20,544	-42,363	51,010				37,83															
03:11:21.061	COM3_115200	2000-0-0 1:25:27.405	0,401	-0,613	1,418	-27,588	-23,621	-35,828	-40,172	-44,313	161,136				39,57															
03:11:21.078	COM3_115200	2000-0-0 1:25:27.425	0,477	-0,578	1,367	-26,001	-10,376	-38,757	-40,073	-44,725	160,455				39,76															
03:11:21.078	COM8_115200	2000-0-0 1:23:8.740	0,817	0,449	1,567	-2,380	-16,602	53,711	19,704	-42,819	52,158				37,80															
03:11:21.111	COM8_115200	2000-0-0 1:23:8.760	0,688	0,583	1,532	-3,906	-11,230	51,270	18,748	-43,143	53,377				37,83															
03:11:21.111	COM8_115200	2000-0-0 1:23:8.780	0,781	0,542	1,512	-2,563	-21,118	48,889	17,930	-43,478	54,487				37,80															
03:11:21.111	COM3_115200	2000-0-0 1:25:27.445	0,404	-0,616	1,356	-22,217	1,404	-44,495	-39,688	-44,956	159,456				39,63															
03:11:21.111	COM3_115200	2000-0-0 1:25:27.465	0,453	-0,607	1,325	-20,996	3,174	-43,518	-39,139	-45,115	158,297				39,57															
03:11:21.145	COM8_115200	2000-0-0 1:23:8.800	0,729	0,511	1,550	-0,061	-26,123	45,288	17,227	-44,017	55,448				37,74															
03:11:21.161	COM8_115200	2000-0-0 1:23:8.820	0,776	0,509	1,497	5,493	-20,508	45,471	16,617	-44,423	56,431				37,68															
03:11:21.161	COM3_115200	2000-0-0 1:25:27.485	0,482	-0,545	1,309	-19,165	2,930	-47,180	-38,551	-45,324	157,121				39,63															
03:11:21.161	COM3_115200	2000-0-0 1:25:27.505	0,534	-0,562	1,357	-25,635	13,367	-43,884	-37,991	-45,308	155,874				39,57															
03:11:21.194	COM8_115200	2000-0-0 1:23:8.840	0,762	0,497	1,438	13,184	-17,944	45,898	16,117	-44,786	57,448				37,80															
03:11:21.196	COM3_115200	2000-0-0 1:25:27.525	0,465	-0,573	1,305	-31,921	22,034	-40,955	-37,491	-45,225	154,561				39,60															
03:11:21.207	COM3_115200	2000-0-0 1:25:27.545	0,503	-0,509	1,354	-36,499	9,827	-36,438	-37,238	-45,110	153,457				39,54															
03:11:21.210	COM8_115200	2000-0-0 1:23:8.860	0,787	0,504	1,464	17,822	-19,592	44,556	15,743	-45,159	58,436				37,90															
03:11:21.217	COM8_115200	2000-0-0 1:23:8.880	0,787	0,482	1,468	23,621	-13,611	46,997	15,408	-45,467	59,518				37,71															
03:11:21.228	COM3_115200	2000-0-0 1:25:27.565	0,642	-0,495	1,329	-50,232	-9,766	-36,743	-37,397	-45,319	152,589				39,57															
03:11:21.228	COM8_115200	2000-0-0 1:23:8.900	0,789	0,484	1,503	27,954	-9,888	47,180	15,123	-45,676	60,672				37,83															
03:11:21.228	COM3_115200	2000-0-0 1:25:27.585	0,525	-0,553	1,188	-59,448	4,333	-27,954	-37,870	-45,445	151,880				39,60															
03:11:21.261	COM8_115200	2000-0-0 1:23:8.920	0,896	0,470	1,475	29,663	-5,310	49,438	14,843	-45,824	61,891				37,77															
03:11:21.261	COM3_115200	2000-0-0 1:25:27.605	0,526	-0,578	1,278	-57,251	-1,465	-31,128	-38,309	-45,472	151,089				39,54															
03:11:21.278	COM8_115200	2000-0-0 1:23:8.940	0,847	0,520	1,507	31,128	-5,066	47,302	14,584	-45,912	63,122				37,77															
03:11:21.295	COM3_115200	2000-0-0 1:25:27.625	0,595	-0,498	1,357	-61,523	-5,615	-24,109	-38,875	-45,538	150,491				39,66															
03:11:21.295	COM3_115200	2000-0-0 1:25:27.645	0,678	-0,495	1,303	-67,078	6,042	-27,832	-39,518	-45,544	149,826				39,63															
03:11:21.295	COM8_115200	2000-0-0 1:23:8.960	0,854	0,430	1,518	32,166	-4,944	45,044	14,420	-46,000	64,276				37,71															
03:11:21.311	COM3_115200	2000-0-0 1:25:27.665	0,596	-0,456	1,317	-54,382	9,216	-22,278	-39,957	-45,417	149,035				39,70															
03:11:21.311	COM8_115200	2000-0-0 1:23:8.980	0,830	0,411	1,567	28,198	-7,996	41,504	14,255	-46,110	65,330				37,74															
03:11:21.330	COM8_115200	2000-0-0 1:23:9.000	0,934	0,388	1,549	23,438	-13,000	41,382	14,035	-46,285	66,335				37,80															
03:11:21.344	COM3_115200	2000-0-0 1:25:27.685	0,783	-0,350	1,386	-52,551	-6,165	-21,729	-40,402	-45,406	148,464				39,51															
03:11:21.361	COM8_115200	2000-0-0 1:23:9.020	0,823	0,384	1,541	17,395	-10,132	39,063	13,733	-46,472	67,286				37,64															
03:11:21.361	COM3_115200	2000-0-0 1:25:27.705	0,750	-0,450	1,239	-45,654	-16,174	-18,738	-40,919	-45,571	148,151				39,66															
03:11:21.378	COM3_115200	2000-0-0 1:25:27.725	0,670	-0,465	1,273	-33,997	-36,987	-28,320	-41,402	-46,055	148,101				39,54															
03:11:21.378	COM8_115200	2000-0-0 1:23:9.040	0,856	0,365	1,568	13,306	-6,836	38,147	13,348	-46,566	68,209				37,71															
03:11:21.394	COM8_115200	2000-0-0 1:23:9.060	0,833	0,370	1,592	7,751	-15,930	35,278	12,881	-46,741	69,071				37,83															
03:11:21.394	COM3_115200	2000-0-0 1:25:27.745	0,624	-0,406	1,375	-26,733	-41,870	-22,827	-41,852	-46,752	148,260				39,54															
03:11:21.411	COM3_115200	2000-0-0 1:25:27.765	0,629	-0,359	1,326	-22,156	-20,874	-23,193	-42,067	-47,241	148,239				39,60															
03:11:21.428	COM8_115200	2000-0-0 1:23:9.080	0,879	0,306	1,600	9,338	-22,949	31,311	12,513	-47,054	69,785				37,74															
03:11:21.428	COM3_115200	2000-0-0 1:25:27.785	0,628	-0,367	1,310	-19,592	-26,306	-25,818	-42,067	-47,609	148,046				39,57															
03:11:21.444	COM8_115200	2000-0-0 1:23:9.100	0,815	0,281	1,611	11,230	-25,330	28,564	12,250	-47,433	70,378				37,71															
03:11:21.460	COM8_115200	2000-0-0 1:23:9.120	0,821	0,271	1,552	16,907	-25,818	28,687	12,090	-47,807	70,961				37,74															
03:11:21.461	COM3_115200	2000-0-0 1:25:27.805	0,572	-0,323	1,284	-18,860	-27,466	-16,479	-42,182	-48,032	148,090				39,70															
03:11:21.511	COM8_115200	2000-0-0 1:23:9.140	0,809	0,287	1,525	22,522	-30,212	26,978	12,063	-48,241	71,488				37,80															
03:11:21.511	COM3_115200	2000-0-0 1:25:27.825	0,532	-0,351	1,283	-20,386	-31,128	-11,230	-42,451	-48,406	148,260				39,63															
03:11:21.511	COM3_115200	2000-0-0 1:25:27.845	0,563	-0,339	1,287	-26,428	-29,236	-13,550	-42,770	-48,724	148,381				39,60															
03:11:21.511	COM3_115200	2000-0-0 1:25:27.865	0,543	-0,287	1,206	-35,339	-27,588	-9,399	-43,259	-48,999	148,568				39,57															
03:11:21.511	COM8_115200	2000-0-0 1:23:9.160	0,788	0,269	1,521	29,846	-30,029	26,672	12,184	-48,691	71,993				37,80															
03:11:21.528	COM8_115200	2000-0-0 1:23:9.180	0,762	0,232	1,506	37,415	-28,198	27,100	12,420	-49,120	72,510				37,80															
